"Localidade";"Ano";"Produto Interno Bruto a Preços Correntes - PIB (R$ mil)";"Produto Interno Bruto per Capita (R$)";"Valor Adicionado Bruto a Preços Básicos - Total (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Agropecuária (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Indústria (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Serviços (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Administração Pública (R$ mil)";"Valor Adicionado Bruto a Preços Básicos - Impostos (R$ mil)"
"Porteirão";"2016";"229.618";"61.808,27";"223.512";"152.343";"13.757";"36.782";"20.631";"6.105"
"Portelândia";"2002";"50.980";"...";"48.968";"26.940";"2.729";"19.299";"5.878";"2.012"
"Portelândia";"2003";"61.377";"...";"57.940";"31.288";"3.070";"23.581";"6.488";"3.437"
"Portelândia";"2004";"66.986";"...";"63.230";"32.935";"3.883";"26.413";"7.118";"3.756"
"Portelândia";"2005";"60.877";"...";"55.712";"20.635";"2.875";"32.203";"8.557";"5.165"
"Portelândia";"2006";"60.253";"...";"54.584";"14.791";"2.954";"36.839";"9.210";"5.669"
"Portelândia";"2007";"76.069";"...";"69.836";"24.228";"4.490";"41.118";"9.384";"6.233"
"Portelândia";"2008";"97.382";"...";"90.319";"38.313";"5.423";"46.583";"10.771";"7.063"
"Portelândia";"2009";"129.248";"...";"121.322";"59.375";"9.296";"52.651";"10.312";"7.926"
"Portelândia";"2010";"141.218";"36.785,19";"134.119";"68.834";"13.399";"39.981";"11.905";"7.099"
"Portelândia";"2011";"148.181";"38.488,59";"139.809";"73.314";"12.142";"40.920";"13.433";"8.372"
"Portelândia";"2012";"163.791";"42.422,02";"154.759";"82.214";"11.423";"46.314";"14.809";"9.032"
"Portelândia";"2013";"185.976";"46.680,77";"174.845";"91.821";"15.174";"51.135";"16.715";"11.131"
"Portelândia";"2014";"157.543";"39.385,74";"146.583";"66.080";"10.957";"51.635";"17.911";"10.960"
"Portelândia";"2015";"168.742";"42.027,95";"154.299";"57.683";"12.322";"65.140";"19.154";"14.444"
"Portelândia";"2016";"206.024";"51.122,47";"188.603";"77.416";"13.319";"77.326";"20.542";"17.420"
"Posse";"2002";"82.661";"...";"75.086";"6.326";"5.596";"63.164";"26.280";"7.574"
"Posse";"2003";"104.386";"...";"93.402";"8.247";"7.452";"77.703";"29.168";"10.985"
"Posse";"2004";"119.545";"...";"106.973";"8.828";"8.248";"89.896";"32.110";"12.573"
"Posse";"2005";"126.958";"...";"114.883";"7.758";"8.745";"98.380";"36.560";"12.075"
"Posse";"2006";"142.463";"...";"130.531";"7.975";"8.263";"114.293";"41.717";"11.932"
"Posse";"2007";"172.691";"...";"158.137";"9.848";"11.478";"136.812";"51.081";"14.553"
"Posse";"2008";"199.502";"...";"182.380";"12.421";"11.916";"158.042";"59.762";"17.122"
"Posse";"2009";"210.278";"...";"193.499";"13.108";"14.035";"166.356";"59.991";"16.779"
"Posse";"2010";"240.423";"7.652,63";"220.449";"15.247";"16.155";"118.926";"70.120";"19.974"
"Posse";"2011";"274.180";"8.613,06";"250.232";"19.034";"21.874";"129.030";"80.293";"23.948"
"Posse";"2012";"312.914";"9.707,58";"286.718";"22.340";"25.601";"153.518";"85.259";"26.196"
"Posse";"2013";"359.954";"10.677,32";"329.041";"27.186";"33.777";"169.869";"98.208";"30.913"
"Posse";"2014";"425.234";"12.436,66";"390.986";"27.445";"39.239";"213.197";"111.104";"34.249"
"Posse";"2015";"434.007";"12.520,76";"400.162";"28.364";"38.022";"214.049";"119.727";"33.845"
"Posse";"2016";"463.368";"13.190,83";"425.533";"30.800";"42.413";"231.133";"121.187";"37.835"
"Professor Jamil";"2002";"14.427";"...";"13.559";"4.833";"613";"8.113";"4.528";"867"
"Professor Jamil";"2003";"15.675";"...";"14.685";"5.462";"601";"8.622";"4.662";"990"
"Professor Jamil";"2004";"16.513";"...";"15.611";"5.554";"571";"9.486";"5.140";"902"
"Professor Jamil";"2005";"17.176";"...";"16.151";"4.852";"677";"10.622";"5.507";"1.025"
"Professor Jamil";"2006";"17.586";"...";"16.441";"4.113";"924";"11.404";"5.662";"1.145"
"Professor Jamil";"2007";"19.537";"...";"18.335";"4.977";"1.084";"12.275";"5.999";"1.202"
"Professor Jamil";"2008";"23.231";"...";"21.679";"6.243";"1.246";"14.191";"6.821";"1.551"
"Professor Jamil";"2009";"25.254";"...";"23.781";"7.300";"1.222";"15.260";"7.144";"1.473"
"Professor Jamil";"2010";"30.993";"9.553,95";"28.691";"8.940";"1.494";"9.097";"9.161";"2.302"
"Professor Jamil";"2011";"33.632";"10.422,19";"31.029";"9.840";"1.554";"10.052";"9.583";"2.604"
"Professor Jamil";"2012";"39.425";"11.857,08";"36.838";"10.824";"2.903";"12.095";"11.016";"2.587"
"Professor Jamil";"2013";"44.417";"13.059,97";"41.732";"12.601";"3.776";"12.472";"12.882";"2.685"
"Professor Jamil";"2014";"60.129";"17.737,09";"57.021";"23.869";"3.343";"15.345";"14.463";"3.108"
"Professor Jamil";"2015";"56.371";"16.677,93";"53.077";"17.233";"5.009";"16.346";"14.488";"3.294"
"Professor Jamil";"2016";"50.379";"14.953,82";"47.108";"13.318";"3.376";"16.201";"14.213";"3.271"
"Quirinópolis";"2002";"270.875";"...";"249.692";"85.752";"29.541";"134.399";"37.893";"21.183"
"Quirinópolis";"2003";"300.867";"...";"272.963";"78.016";"32.190";"162.758";"45.925";"27.904"
"Quirinópolis";"2004";"307.996";"...";"281.912";"77.661";"30.142";"174.109";"50.619";"26.084"
"Quirinópolis";"2005";"303.395";"...";"276.272";"53.075";"36.244";"186.953";"56.949";"27.123"
"Quirinópolis";"2006";"339.742";"...";"308.416";"52.337";"33.256";"222.823";"63.836";"31.326"
"Quirinópolis";"2007";"396.599";"...";"360.158";"61.815";"53.456";"244.888";"67.489";"36.441"
"Quirinópolis";"2008";"558.093";"...";"505.403";"116.546";"90.273";"298.584";"79.028";"52.690"
"Quirinópolis";"2009";"705.626";"...";"647.032";"157.312";"143.703";"346.016";"79.826";"58.595"
"Quirinópolis";"2010";"771.853";"17.849,20";"704.272";"141.876";"176.157";"287.311";"98.928";"67.581"
"Quirinópolis";"2011";"916.304";"20.951,27";"827.466";"197.064";"184.452";"333.811";"112.139";"88.837"
"Quirinópolis";"2012";"1.073.241";"24.263,35";"969.782";"213.330";"201.466";"429.488";"125.498";"103.459"
"Quirinópolis";"2013";"1.291.650";"27.965,67";"1.166.022";"261.253";"301.083";"461.873";"141.813";"125.628"
"Quirinópolis";"2014";"1.332.470";"28.478,89";"1.202.233";"222.051";"306.340";"514.510";"159.332";"130.238"
"Quirinópolis";"2015";"1.373.847";"28.998,18";"1.240.115";"259.105";"270.499";"539.367";"171.145";"133.732"
"Quirinópolis";"2016";"1.585.947";"33.075,02";"1.468.517";"290.882";"456.442";"538.070";"183.123";"117.430"
"Rialma";"2002";"52.996";"...";"46.175";"4.913";"8.061";"33.201";"11.052";"6.821"
"Rialma";"2003";"63.735";"...";"55.582";"5.506";"11.278";"38.798";"12.421";"8.153"
"Rialma";"2004";"59.468";"...";"53.552";"7.647";"9.197";"36.707";"13.622";"5.916"
"Rialma";"2005";"75.262";"...";"67.691";"7.497";"17.742";"42.452";"14.812";"7.570"
"Rialma";"2006";"87.470";"...";"78.731";"8.647";"17.325";"52.759";"17.025";"8.739"
"Rialma";"2007";"99.767";"...";"88.576";"12.301";"15.961";"60.313";"18.677";"11.191"
"Rialma";"2008";"101.507";"...";"90.042";"10.446";"18.227";"61.369";"20.081";"11.465"
"Rialma";"2009";"117.503";"...";"104.856";"12.574";"23.647";"68.635";"21.695";"12.647"
"Rialma";"2010";"163.327";"15.531,31";"144.596";"10.150";"50.307";"59.663";"24.476";"18.731"
"Rialma";"2011";"146.082";"13.849,29";"131.738";"10.338";"38.417";"55.489";"27.494";"14.344"
"Rialma";"2012";"141.383";"13.374,58";"126.095";"7.763";"22.711";"65.080";"30.540";"15.288"
"Rialma";"2013";"148.507";"13.625,74";"134.159";"16.889";"16.298";"66.838";"34.135";"14.348"
"Rialma";"2014";"162.646";"14.873,91";"147.116";"12.217";"18.385";"78.842";"37.672";"15.530"
"Rialma";"2015";"191.778";"17.483,65";"172.307";"14.076";"27.345";"91.249";"39.637";"19.472"
"Rialma";"2016";"190.677";"17.329,59";"171.385";"15.155";"20.189";"95.152";"40.890";"19.292"
"Rianápolis";"2002";"31.048";"...";"26.822";"2.402";"7.406";"17.013";"4.586";"4.227"
"Rianápolis";"2003";"38.413";"...";"31.223";"2.379";"8.945";"19.899";"5.822";"7.189"
"Rianápolis";"2004";"32.518";"...";"28.414";"3.010";"6.924";"18.480";"6.237";"4.104"
"Rianápolis";"2005";"34.387";"...";"30.512";"2.190";"7.943";"20.379";"7.050";"3.876"
"Rianápolis";"2006";"42.148";"...";"37.647";"2.018";"10.543";"25.085";"7.985";"4.501"
"Rianápolis";"2007";"52.508";"...";"46.906";"4.128";"13.645";"29.133";"8.868";"5.601"
"Rianápolis";"2008";"68.061";"...";"61.319";"3.723";"21.700";"35.896";"10.342";"6.741"
"Rianápolis";"2009";"100.183";"...";"82.335";"4.089";"36.786";"41.460";"10.072";"17.848"
"Rianápolis";"2010";"94.830";"20.814,31";"85.205";"4.478";"35.121";"33.448";"12.157";"9.625"
"Rianápolis";"2011";"72.768";"15.881,19";"64.440";"6.095";"19.306";"25.438";"13.601";"8.327"
"Rianápolis";"2012";"76.493";"16.639,71";"68.415";"4.481";"21.858";"27.294";"14.783";"8.077"
"Rianápolis";"2013";"115.051";"24.236,55";"101.777";"7.063";"39.303";"38.709";"16.702";"13.274"
"Rianápolis";"2014";"104.943";"22.009,77";"91.874";"6.402";"24.723";"42.581";"18.168";"13.069"
"Rianápolis";"2015";"94.515";"19.739,96";"83.726";"8.856";"15.061";"40.402";"19.407";"10.789"
"Rianápolis";"2016";"90.509";"18.824,72";"80.481";"8.496";"14.728";"37.130";"20.126";"10.029"
"Rio Quente";"2002";"72.010";"...";"64.944";"1.777";"6.046";"57.120";"5.177";"7.066"
"Rio Quente";"2003";"65.927";"...";"57.806";"2.105";"9.299";"46.402";"7.115";"8.121"
"Rio Quente";"2004";"81.100";"...";"74.860";"2.275";"14.741";"57.844";"6.861";"6.240"
"Rio Quente";"2005";"82.295";"...";"70.389";"2.005";"8.887";"59.498";"8.006";"11.905"
"Rio Quente";"2006";"79.549";"...";"68.703";"1.870";"3.834";"62.998";"8.435";"10.847"
"Rio Quente";"2007";"107.187";"...";"92.727";"2.356";"6.013";"84.358";"9.493";"14.461"
"Rio Quente";"2008";"116.061";"...";"99.630";"3.527";"6.283";"89.820";"11.531";"16.430"
"Rio Quente";"2009";"127.039";"...";"108.024";"3.977";"7.943";"96.104";"11.960";"19.015"
"Rio Quente";"2010";"153.592";"46.388,27";"132.798";"5.090";"15.081";"98.023";"14.604";"20.793"
"Rio Quente";"2011";"182.088";"53.461,04";"157.674";"5.599";"15.103";"119.821";"17.151";"24.414"
"Rio Quente";"2012";"193.361";"55.309,33";"169.937";"6.174";"13.653";"130.286";"19.825";"23.424"
"Rio Quente";"2013";"224.540";"60.295,34";"196.594";"7.450";"16.453";"150.411";"22.281";"27.946"
"Rio Quente";"2014";"257.746";"67.331,86";"226.852";"7.956";"20.175";"174.628";"24.093";"30.894"
"Rio Quente";"2015";"257.008";"65.379,83";"225.128";"8.662";"20.951";"170.311";"25.203";"31.880"
"Rio Quente";"2016";"274.002";"68.261,68";"240.627";"9.714";"17.071";"183.711";"30.131";"33.375"
"Rio Verde";"2002";"1.826.931";"...";"1.622.360";"424.316";"378.582";"819.462";"148.426";"204.571"
"Rio Verde";"2003";"2.084.210";"...";"1.830.019";"391.583";"442.730";"995.706";"172.663";"254.191"
"Rio Verde";"2004";"2.265.085";"...";"2.009.084";"394.791";"566.719";"1.047.574";"211.623";"256.001"
"Rio Verde";"2005";"2.452.597";"...";"2.192.666";"281.656";"732.179";"1.178.831";"240.043";"259.931"
"Rio Verde";"2006";"2.868.092";"...";"2.577.514";"233.750";"913.066";"1.430.698";"267.189";"290.578"
"Rio Verde";"2007";"3.254.032";"...";"2.913.668";"323.042";"974.363";"1.616.263";"322.219";"340.365"
"Rio Verde";"2008";"3.846.958";"...";"3.430.236";"488.496";"1.108.100";"1.833.640";"373.286";"416.722"
"Rio Verde";"2009";"4.372.519";"...";"3.941.724";"665.089";"1.202.332";"2.074.303";"385.824";"430.795"
"Rio Verde";"2010";"4.450.487";"25.214,94";"3.983.231";"593.343";"1.172.983";"1.769.463";"447.442";"467.256"
"Rio Verde";"2011";"5.503.931";"30.405,10";"4.868.095";"753.189";"1.424.901";"2.176.342";"513.663";"635.836"
"Rio Verde";"2012";"6.602.610";"35.600,30";"5.915.493";"996.770";"1.755.937";"2.597.796";"564.990";"687.116"
"Rio Verde";"2013";"7.348.406";"37.292,46";"6.565.048";"1.057.187";"1.979.638";"2.819.996";"708.227";"783.357"
"Rio Verde";"2014";"7.394.324";"36.565,56";"6.580.561";"1.021.175";"1.573.765";"3.202.726";"782.894";"813.763"
"Rio Verde";"2015";"8.075.364";"38.955,72";"7.158.278";"992.862";"1.785.267";"3.514.063";"866.086";"917.086"
"Rio Verde";"2016";"8.338.518";"39.288,71";"7.480.659";"1.294.402";"1.725.588";"3.524.445";"936.223";"857.859"
"Rubiataba";"2002";"81.455";"...";"74.893";"12.239";"17.049";"45.604";"17.144";"6.562"
"Rubiataba";"2003";"98.303";"...";"89.482";"15.075";"19.473";"54.934";"19.635";"8.821"
"Rubiataba";"2004";"102.835";"...";"94.791";"15.645";"19.489";"59.657";"22.395";"8.044"
"Rubiataba";"2005";"113.660";"...";"104.903";"15.016";"24.668";"65.219";"23.928";"8.757"
"Rubiataba";"2006";"142.690";"...";"131.506";"13.389";"39.363";"78.754";"27.464";"11.184"
"Rubiataba";"2007";"162.860";"...";"149.109";"20.083";"40.998";"88.027";"29.764";"13.751"
"Rubiataba";"2008";"181.977";"...";"165.492";"20.685";"47.035";"97.772";"34.083";"16.485"
"Rubiataba";"2009";"191.545";"...";"178.967";"23.815";"53.133";"102.019";"35.855";"12.578"
"Rubiataba";"2010";"228.557";"12.126,35";"212.873";"23.006";"70.452";"75.660";"43.755";"15.684"
"Rubiataba";"2011";"223.800";"11.791,96";"204.838";"25.224";"47.156";"83.918";"48.540";"18.962"
"Rubiataba";"2012";"243.170";"12.770,87";"222.040";"22.149";"44.925";"101.340";"53.624";"21.131"
"Rubiataba";"2013";"266.953";"13.577,82";"243.976";"33.754";"48.298";"103.157";"58.767";"22.977"
"Rubiataba";"2014";"340.438";"17.239,96";"313.765";"35.671";"86.634";"125.088";"66.372";"26.673"
"Rubiataba";"2015";"336.504";"16.967,71";"308.672";"38.363";"63.658";"136.105";"70.546";"27.832"
"Rubiataba";"2016";"413.252";"20.751,85";"382.957";"50.106";"107.643";"149.521";"75.687";"30.296"
"Sanclerlândia";"2002";"37.184";"...";"34.203";"7.610";"6.214";"20.380";"7.747";"2.981"
"Sanclerlândia";"2003";"44.397";"...";"40.551";"8.674";"9.053";"22.824";"8.467";"3.847"
"Sanclerlândia";"2004";"47.007";"...";"43.108";"8.685";"9.082";"25.342";"9.757";"3.898"
"Sanclerlândia";"2005";"46.243";"...";"42.324";"7.221";"9.949";"25.154";"8.699";"3.919"
"Sanclerlândia";"2006";"66.433";"...";"60.973";"7.338";"18.518";"35.117";"11.672";"5.459"
"Sanclerlândia";"2007";"73.872";"...";"67.784";"9.551";"19.983";"38.250";"12.749";"6.088"
"Sanclerlândia";"2008";"85.200";"...";"77.848";"10.642";"22.291";"44.915";"14.893";"7.352"
"Sanclerlândia";"2009";"92.513";"...";"85.025";"11.957";"23.288";"49.780";"15.828";"7.489"
"Sanclerlândia";"2010";"100.900";"13.341,28";"93.080";"14.784";"22.256";"38.063";"17.978";"7.820"
"Sanclerlândia";"2011";"100.117";"13.257,08";"92.000";"16.230";"16.095";"39.500";"20.175";"8.118"
"Sanclerlândia";"2012";"107.481";"14.228,40";"99.527";"16.887";"15.156";"45.344";"22.140";"7.954"
"Sanclerlândia";"2013";"112.887";"14.536,11";"104.401";"18.370";"14.064";"47.014";"24.954";"8.486"
"Sanclerlândia";"2014";"127.497";"16.400,44";"118.267";"20.234";"12.428";"57.274";"28.330";"9.230"
"Sanclerlândia";"2015";"121.039";"15.551,67";"113.388";"21.210";"9.117";"54.683";"28.378";"7.651"
"Sanclerlândia";"2016";"128.687";"16.517,38";"120.665";"21.365";"10.061";"60.196";"29.042";"8.022"
"Santa Bárbara de Goiás";"2002";"26.993";"...";"24.350";"3.568";"6.263";"14.519";"6.618";"2.643"
"Santa Bárbara de Goiás";"2003";"28.992";"...";"25.915";"3.955";"6.898";"15.063";"6.707";"3.076"
"Santa Bárbara de Goiás";"2004";"38.410";"...";"34.522";"5.003";"10.273";"19.245";"7.493";"3.888"
"Santa Bárbara de Goiás";"2005";"40.198";"...";"35.811";"3.688";"10.201";"21.922";"8.501";"4.387"
"Santa Bárbara de Goiás";"2006";"49.214";"...";"43.910";"3.676";"13.993";"26.242";"8.874";"5.304"
"Santa Bárbara de Goiás";"2007";"46.669";"...";"41.763";"4.941";"10.424";"26.399";"10.075";"4.905"
"Santa Bárbara de Goiás";"2008";"62.676";"...";"56.688";"6.665";"16.443";"33.580";"11.627";"5.988"
"Santa Bárbara de Goiás";"2009";"62.583";"...";"56.846";"7.990";"13.089";"35.767";"11.851";"5.737"
"Santa Bárbara de Goiás";"2010";"75.384";"13.107,98";"69.153";"6.770";"22.975";"25.842";"13.566";"6.231"
"Santa Bárbara de Goiás";"2011";"93.158";"16.028,64";"85.255";"8.129";"30.341";"31.326";"15.459";"7.904"
"Santa Bárbara de Goiás";"2012";"93.136";"15.866,45";"85.505";"9.120";"23.690";"35.446";"17.249";"7.631"
"Santa Bárbara de Goiás";"2013";"94.212";"15.399,22";"85.129";"10.191";"23.352";"32.016";"19.570";"9.083"
"Santa Bárbara de Goiás";"2014";"112.942";"18.248,78";"101.705";"11.391";"31.693";"37.207";"21.414";"11.237"
"Santa Bárbara de Goiás";"2015";"95.243";"15.216,95";"86.819";"12.183";"17.832";"33.774";"23.030";"8.424"
"Santa Bárbara de Goiás";"2016";"93.606";"14.794,64";"86.000";"14.396";"17.945";"29.943";"23.716";"7.606"
"Santa Cruz de Goiás";"2002";"21.982";"...";"21.001";"11.610";"1.579";"7.812";"4.307";"981"
"Santa Cruz de Goiás";"2003";"28.851";"...";"27.519";"15.925";"2.187";"9.406";"5.028";"1.332"
"Santa Cruz de Goiás";"2004";"27.225";"...";"26.165";"15.825";"1.188";"9.152";"5.009";"1.059"
"Santa Cruz de Goiás";"2005";"32.008";"...";"30.709";"18.459";"1.222";"11.027";"5.849";"1.299"
"Santa Cruz de Goiás";"2006";"28.150";"...";"26.735";"13.053";"1.178";"12.504";"6.865";"1.416"
"Santa Cruz de Goiás";"2007";"34.148";"...";"32.748";"17.397";"1.494";"13.857";"7.673";"1.400"
"Santa Cruz de Goiás";"2008";"43.536";"...";"42.044";"25.357";"1.631";"15.056";"8.463";"1.492"
"Santa Cruz de Goiás";"2009";"49.864";"...";"48.222";"29.492";"1.943";"16.787";"8.902";"1.643"
"Santa Cruz de Goiás";"2010";"54.425";"17.321,78";"52.463";"32.887";"2.432";"8.155";"8.990";"1.962"
"Santa Cruz de Goiás";"2011";"63.182";"20.270,04";"60.740";"38.703";"2.781";"9.171";"10.084";"2.442"
"Santa Cruz de Goiás";"2012";"81.332";"26.295,66";"78.191";"51.555";"3.704";"11.660";"11.272";"3.141"
"Santa Cruz de Goiás";"2013";"98.948";"31.471,92";"95.373";"64.049";"5.040";"13.775";"12.508";"3.575"
"Santa Cruz de Goiás";"2014";"96.815";"31.040,28";"92.982";"61.394";"3.825";"14.265";"13.499";"3.833"
"Santa Cruz de Goiás";"2015";"91.509";"29.566,68";"87.143";"60.484";"3.606";"14.219";"8.834";"4.366"
"Santa Cruz de Goiás";"2016";"106.782";"34.771,00";"102.338";"73.318";"4.210";"15.822";"8.987";"4.444"
"Santa Fé de Goiás";"2002";"43.185";"...";"38.700";"9.935";"12.019";"16.746";"6.392";"4.485"
"Santa Fé de Goiás";"2003";"58.383";"...";"51.497";"11.403";"20.119";"19.975";"6.492";"6.887"
"Santa Fé de Goiás";"2004";"59.786";"...";"53.318";"13.559";"18.963";"20.796";"6.982";"6.469"
"Santa Fé de Goiás";"2005";"66.485";"...";"58.861";"10.808";"24.121";"23.931";"7.376";"7.624"
"Santa Fé de Goiás";"2006";"67.120";"...";"59.465";"11.005";"21.311";"27.148";"7.588";"7.655"
"Santa Fé de Goiás";"2007";"69.025";"...";"61.459";"13.193";"20.689";"27.577";"9.347";"7.566"
"Santa Fé de Goiás";"2008";"67.017";"...";"60.553";"15.099";"16.457";"28.997";"11.506";"6.464"
"Santa Fé de Goiás";"2009";"91.867";"...";"81.349";"15.713";"31.427";"34.209";"11.402";"10.517"
"Santa Fé de Goiás";"2010";"118.558";"24.865,38";"105.736";"20.271";"42.065";"30.219";"13.182";"12.822"
"Santa Fé de Goiás";"2011";"121.183";"25.167,72";"108.079";"24.308";"39.423";"29.373";"14.976";"13.103"
"Santa Fé de Goiás";"2012";"176.867";"36.355,01";"157.723";"22.554";"74.319";"43.346";"17.504";"19.144"
"Santa Fé de Goiás";"2013";"226.021";"44.553,75";"202.146";"23.993";"107.522";"51.958";"18.673";"23.875"
"Santa Fé de Goiás";"2014";"201.053";"39.161,14";"175.774";"27.087";"71.992";"56.260";"20.435";"25.279"
"Santa Fé de Goiás";"2015";"235.366";"45.314,89";"206.537";"30.437";"87.970";"65.909";"22.221";"28.829"
"Santa Fé de Goiás";"2016";"206.901";"39.387,12";"185.158";"36.651";"73.283";"52.683";"22.541";"21.743"
"Santa Helena de Goiás";"2002";"348.296";"...";"313.847";"100.049";"65.467";"148.331";"36.765";"34.448"
"Santa Helena de Goiás";"2003";"384.689";"...";"342.371";"97.783";"75.431";"169.156";"43.762";"42.318"
"Santa Helena de Goiás";"2004";"347.115";"...";"313.027";"85.240";"61.995";"165.792";"47.035";"34.088"
"Santa Helena de Goiás";"2005";"349.897";"...";"316.296";"67.282";"70.707";"178.307";"52.391";"33.601"
"Santa Helena de Goiás";"2006";"382.624";"...";"347.405";"64.057";"78.448";"204.899";"59.612";"35.219"
"Santa Helena de Goiás";"2007";"407.318";"...";"372.071";"77.005";"74.172";"220.894";"67.035";"35.246"
"Santa Helena de Goiás";"2008";"485.844";"...";"444.107";"111.721";"80.099";"252.287";"75.040";"41.737"
"Santa Helena de Goiás";"2009";"520.000";"...";"479.429";"137.135";"75.659";"266.635";"71.534";"40.571"
"Santa Helena de Goiás";"2010";"559.354";"15.342,01";"513.425";"121.146";"97.448";"211.730";"83.102";"45.929"
"Santa Helena de Goiás";"2011";"699.931";"19.114,92";"642.006";"178.057";"126.930";"244.642";"92.378";"57.925"
"Santa Helena de Goiás";"2012";"817.637";"22.242,58";"754.028";"181.273";"165.714";"304.857";"102.184";"63.609"
"Santa Helena de Goiás";"2013";"903.307";"23.775,00";"834.424";"201.565";"207.853";"311.699";"113.307";"68.883"
"Santa Helena de Goiás";"2014";"945.460";"24.758,05";"864.857";"167.393";"190.637";"380.268";"126.559";"80.603"
"Santa Helena de Goiás";"2015";"878.330";"22.886,28";"800.265";"160.763";"142.182";"361.152";"136.168";"78.064"
"Santa Helena de Goiás";"2016";"1.035.206";"26.844,54";"959.808";"238.094";"181.879";"385.107";"154.728";"75.399"
"Santa Isabel";"2002";"15.378";"...";"14.904";"7.418";"504";"6.982";"4.498";"475"
"Santa Isabel";"2003";"17.615";"...";"16.977";"8.670";"497";"7.809";"4.933";"638"
"Santa Isabel";"2004";"17.640";"...";"17.052";"8.741";"769";"7.541";"4.722";"587"
"Santa Isabel";"2005";"19.493";"...";"18.766";"8.052";"669";"10.045";"6.441";"727"
"Santa Isabel";"2006";"19.590";"...";"18.836";"7.310";"790";"10.736";"6.836";"753"
"Santa Isabel";"2007";"30.258";"...";"29.282";"14.546";"1.441";"13.295";"8.081";"976"
"Santa Isabel";"2008";"30.967";"...";"29.799";"14.038";"1.247";"14.515";"9.197";"1.168"
"Santa Isabel";"2009";"32.484";"...";"31.030";"15.236";"1.422";"14.372";"8.979";"1.454"
"Santa Isabel";"2010";"38.687";"10.512,75";"31.692";"14.155";"1.466";"5.622";"10.449";"6.995"
"Santa Isabel";"2011";"47.492";"12.856,65";"43.370";"21.797";"2.307";"7.338";"11.928";"4.123"
"Santa Isabel";"2012";"42.290";"11.426,58";"40.407";"17.340";"1.968";"7.815";"13.283";"1.883"
"Santa Isabel";"2013";"61.225";"16.052,66";"58.476";"29.445";"3.469";"10.913";"14.649";"2.749"
"Santa Isabel";"2014";"64.434";"16.845,39";"61.523";"31.944";"3.119";"10.356";"16.103";"2.911"
"Santa Isabel";"2015";"68.462";"17.847,27";"65.265";"32.337";"3.763";"11.516";"17.648";"3.197"
"Santa Isabel";"2016";"76.128";"19.788,97";"73.492";"40.742";"3.645";"11.927";"17.179";"2.636"
"Santa Rita do Araguaia";"2002";"22.676";"...";"21.054";"6.766";"965";"13.323";"5.592";"1.622"
"Santa Rita do Araguaia";"2003";"26.429";"...";"24.423";"8.103";"1.196";"15.124";"6.135";"2.006"
"Santa Rita do Araguaia";"2004";"35.623";"...";"33.600";"14.025";"1.854";"17.720";"7.002";"2.023"
"Santa Rita do Araguaia";"2005";"36.032";"...";"33.258";"10.668";"1.713";"20.877";"7.632";"2.774"
"Santa Rita do Araguaia";"2006";"37.597";"...";"34.470";"8.012";"1.817";"24.640";"8.560";"3.127"
"Santa Rita do Araguaia";"2007";"50.142";"...";"45.633";"10.468";"2.426";"32.739";"10.206";"4.510"
"Santa Rita do Araguaia";"2008";"63.975";"...";"57.753";"12.772";"2.708";"42.273";"11.830";"6.222"
"Santa Rita do Araguaia";"2009";"71.855";"...";"65.016";"13.998";"3.292";"47.725";"11.846";"6.840"
"Santa Rita do Araguaia";"2010";"68.616";"9.904,22";"62.966";"14.641";"3.621";"29.679";"15.026";"5.650"
"Santa Rita do Araguaia";"2011";"80.182";"11.347,52";"72.972";"16.961";"4.371";"34.964";"16.676";"7.210"
"Santa Rita do Araguaia";"2012";"112.401";"15.606,93";"101.732";"26.213";"5.725";"52.795";"17.000";"10.669"
"Santa Rita do Araguaia";"2013";"126.970";"16.708,73";"114.950";"29.071";"7.297";"55.233";"23.350";"12.020"
"Santa Rita do Araguaia";"2014";"129.471";"16.686,60";"118.739";"29.087";"6.588";"56.790";"26.274";"10.733"
"Santa Rita do Araguaia";"2015";"139.808";"17.661,49";"127.674";"31.213";"7.184";"61.140";"28.136";"12.134"
"Santa Rita do Araguaia";"2016";"149.484";"18.525,75";"136.799";"39.472";"7.364";"61.055";"28.908";"12.685"
"Santa Rita do Novo Destino";"2002";"14.887";"...";"14.567";"7.652";"1.548";"5.367";"3.281";"321"
"Santa Rita do Novo Destino";"2003";"16.991";"...";"16.571";"8.823";"1.608";"6.140";"3.745";"421"
"Santa Rita do Novo Destino";"2004";"18.108";"...";"17.660";"8.608";"1.515";"7.538";"4.828";"448"
"Santa Rita do Novo Destino";"2005";"19.431";"...";"18.836";"8.526";"1.209";"9.102";"5.882";"595"
"Santa Rita do Novo Destino";"2006";"19.034";"...";"18.444";"7.832";"970";"9.641";"6.110";"591"
"Santa Rita do Novo Destino";"2007";"24.078";"...";"23.326";"10.644";"1.299";"11.383";"7.128";"752"
"Santa Rita do Novo Destino";"2008";"26.307";"...";"25.460";"11.517";"1.303";"12.640";"8.137";"847"
"Santa Rita do Novo Destino";"2009";"27.219";"...";"26.411";"12.433";"1.070";"12.908";"8.282";"808"
