Localidade;Ano;Total;Federal;Estadual;Municipal;Particular
Itaguari;2018;62;0;31;31;0
Itaguaru;2000;89;;;;
Itaguaru;2001;77;;;;
Itaguaru;2002;74;;44;23;7
Itaguaru;2003;70;;42;23;5
Itaguaru;2004;78;;48;25;5
Itaguaru;2005;75;;51;24;
Itaguaru;2006;80;;52;23;5
Itaguaru;2007;63;;40;25;
Itaguaru;2008;64;;39;22;6
Itaguaru;2009;66;;40;24;6
Itaguaru;2010;74;;42;24;12
Itaguaru;2011;81;;42;31;14
Itaguaru;2012;71;;32;30;17
Itaguaru;2013;65;;33;22;13
Itaguaru;2014;60;;32;20;14
Itaguaru;2015;58;;29;18;15
Itaguaru;2016;56;;30;17;12
Itaguaru;2017;63;;36;16;14
Itaguaru;2018;67;0;35;18;16
Itajá;2000;88;;;;
Itajá;2001;75;;;;
Itajá;2002;68;;25;43;
Itajá;2003;73;;23;50;
Itajá;2004;71;;27;44;
Itajá;2005;70;;25;45;
Itajá;2006;75;;26;49;
Itajá;2007;59;;22;48;
Itajá;2008;53;;20;45;
Itajá;2009;54;;22;45;
Itajá;2010;57;;21;46;
Itajá;2011;56;;22;44;
Itajá;2012;53;;18;42;
Itajá;2013;53;;18;42;
Itajá;2014;56;;20;41;
Itajá;2015;53;;20;39;
Itajá;2016;55;;21;39;
Itajá;2017;58;;18;45;
Itajá;2018;56;12;19;42;0
Itapaci;2000;225;;;;
Itapaci;2001;244;;;;
Itapaci;2002;267;;202;65;
Itapaci;2003;238;;177;61;
Itapaci;2004;246;;117;65;64
Itapaci;2005;243;;117;72;54
Itapaci;2006;228;;111;63;54
Itapaci;2007;176;;96;46;48
Itapaci;2008;196;;96;69;45
Itapaci;2009;194;;98;69;47
Itapaci;2010;203;;100;66;49
Itapaci;2011;210;;92;77;49
Itapaci;2012;211;;81;86;55
Itapaci;2013;234;;81;97;73
Itapaci;2014;223;;74;95;67
Itapaci;2015;227;;76;96;70
Itapaci;2016;227;;84;85;74
Itapaci;2017;234;;84;102;66
Itapaci;2018;237;10;99;102;51
Itapirapuã;2000;134;;;;
Itapirapuã;2001;120;;;;
Itapirapuã;2002;143;;99;37;7
Itapirapuã;2003;163;;104;36;23
Itapirapuã;2004;143;;77;41;25
Itapirapuã;2005;143;;86;39;18
Itapirapuã;2006;130;;72;44;14
Itapirapuã;2007;95;;53;34;14
Itapirapuã;2008;114;;57;43;22
Itapirapuã;2009;106;;55;37;24
Itapirapuã;2010;98;;50;34;20
Itapirapuã;2011;102;;49;36;22
Itapirapuã;2012;97;;43;38;21
Itapirapuã;2013;89;;39;34;19
Itapirapuã;2014;86;;39;34;19
Itapirapuã;2015;80;;34;33;17
Itapirapuã;2016;79;;36;28;16
Itapirapuã;2017;82;;36;33;15
Itapirapuã;2018;78;1;35;33;13
Itapuranga;2000;400;;;;
Itapuranga;2001;401;;;;
Itapuranga;2002;408;;224;87;97
Itapuranga;2003;432;;235;105;92
Itapuranga;2004;412;;225;96;91
Itapuranga;2005;392;;209;90;93
Itapuranga;2006;384;;206;111;67
Itapuranga;2007;308;;157;106;59
Itapuranga;2008;327;;154;128;58
Itapuranga;2009;298;;154;100;60
Itapuranga;2010;301;;162;98;53
Itapuranga;2011;321;;159;122;57
Itapuranga;2012;295;;136;113;64
Itapuranga;2013;278;;125;109;59
Itapuranga;2014;262;;122;101;50
Itapuranga;2015;261;;115;106;55
Itapuranga;2016;273;;124;100;62
Itapuranga;2017;273;;122;103;58
Itapuranga;2018;281;15;139;97;58
Itarumã;2000;63;;;;
Itarumã;2001;54;;;;
Itarumã;2002;64;;26;38;
Itarumã;2003;62;;24;38;
Itarumã;2004;67;;28;39;
Itarumã;2005;70;;25;45;
Itarumã;2006;59;;21;38;
Itarumã;2007;57;;18;41;
Itarumã;2008;63;;19;46;
Itarumã;2009;70;;22;51;
Itarumã;2010;75;;23;55;
Itarumã;2011;75;;19;57;
Itarumã;2012;67;;16;54;
Itarumã;2013;68;;18;55;
Itarumã;2014;64;;16;50;
Itarumã;2015;63;;17;48;
Itarumã;2016;63;;18;47;
Itarumã;2017;66;;18;51;
Itarumã;2018;62;7;18;47;0
Itauçu;2000;147;;;;
Itauçu;2001;153;;;;
Itauçu;2002;123;;66;34;23
Itauçu;2003;126;;69;38;19
Itauçu;2004;108;;61;33;14
Itauçu;2005;104;;61;29;14
Itauçu;2006;105;;59;32;14
Itauçu;2007;97;;53;33;15
Itauçu;2008;88;;45;33;14
Itauçu;2009;84;;43;34;12
Itauçu;2010;68;;37;32;
Itauçu;2011;77;;35;32;13
Itauçu;2012;76;;33;32;14
Itauçu;2013;80;;36;31;16
Itauçu;2014;83;;37;34;17
Itauçu;2015;86;;36;39;16
Itauçu;2016;82;;32;36;17
Itauçu;2017;88;;41;35;16
Itauçu;2018;93;13;39;43;16
Itumbiara;2000;1155;;;;
Itumbiara;2001;1211;;;;
Itumbiara;2002;1398;;581;477;340
Itumbiara;2003;1381;;479;503;399
Itumbiara;2004;1452;;524;499;429
Itumbiara;2005;1331;;478;423;430
Itumbiara;2006;1282;;477;426;379
Itumbiara;2007;962;;379;375;322
Itumbiara;2008;1039;;377;396;372
Itumbiara;2009;1021;16;372;440;310
Itumbiara;2010;1054;28;390;432;309
Itumbiara;2011;1066;32;372;434;343
Itumbiara;2012;1064;42;342;487;311
Itumbiara;2013;1132;53;336;535;323
Itumbiara;2014;1174;49;338;570;325
Itumbiara;2015;1162;48;321;569;344
Itumbiara;2016;1173;49;336;587;304
Itumbiara;2017;1201;47;341;585;324
Itumbiara;2018;1222;63;362;589;313
Ivolândia;2000;30;;;;
Ivolândia;2001;30;;;;
Ivolândia;2002;32;;26;6;
Ivolândia;2003;36;;30;6;
Ivolândia;2004;32;;26;6;
Ivolândia;2005;29;;23;6;
Ivolândia;2006;29;;23;6;
Ivolândia;2007;25;;20;6;
Ivolândia;2008;26;;17;9;
Ivolândia;2009;27;;20;7;
Ivolândia;2010;30;;22;8;
Ivolândia;2011;28;;21;8;
Ivolândia;2012;29;;20;9;
Ivolândia;2013;26;;19;8;
Ivolândia;2014;29;;20;9;
Ivolândia;2015;28;;20;9;
Ivolândia;2016;31;;23;10;
Ivolândia;2017;22;;14;10;
Ivolândia;2018;20;3;13;7;0
Jandaia;2000;89;;;;
Jandaia;2001;91;;;;
Jandaia;2002;95;;49;34;12
Jandaia;2003;92;;40;36;16
Jandaia;2004;92;;39;33;20
Jandaia;2005;83;;33;36;14
Jandaia;2006;83;;32;34;17
Jandaia;2007;73;;31;41;9
Jandaia;2008;67;;29;35;10
Jandaia;2009;64;;30;33;11
Jandaia;2010;61;;29;32;11
Jandaia;2011;64;;29;33;11
Jandaia;2012;61;;24;34;9
Jandaia;2013;59;;22;33;9
Jandaia;2014;56;;18;36;6
Jandaia;2015;52;;10;38;5
Jandaia;2016;50;;10;33;7
Jandaia;2017;62;;13;42;9
Jandaia;2018;61;0;14;40;9
Jaraguá;2000;415;;;;
Jaraguá;2001;412;;;;
Jaraguá;2002;419;;229;133;57
Jaraguá;2003;398;;212;123;63
Jaraguá;2004;417;;204;116;97
Jaraguá;2005;409;;180;138;91
Jaraguá;2006;421;;182;148;91
Jaraguá;2007;352;;165;152;71
Jaraguá;2008;367;;158;163;74
Jaraguá;2009;376;;162;186;58
Jaraguá;2010;380;;151;196;63
Jaraguá;2011;374;;146;186;71
Jaraguá;2012;389;;135;204;75
Jaraguá;2013;391;;140;215;60
Jaraguá;2014;391;;137;215;63
Jaraguá;2015;362;;125;198;62
Jaraguá;2016;380;;137;198;68
Jaraguá;2017;389;;131;217;63
Jaraguá;2018;392;40;148;209;71
Jataí;2000;1190;;;;
Jataí;2001;1234;;;;
Jataí;2002;1210;67;436;494;213
Jataí;2003;1207;54;348;530;275
Jataí;2004;1176;60;317;463;336
Jataí;2005;1198;55;304;465;374
Jataí;2006;1256;50;315;509;382
Jataí;2007;895;61;227;414;292
Jataí;2008;925;53;230;410;324
Jataí;2009;897;56;274;351;324
Jataí;2010;924;52;279;352;321
Jataí;2011;917;60;265;367;295
Jataí;2012;890;64;234;373;290
Jataí;2013;885;69;225;348;317
Jataí;2014;941;66;249;370;318
Jataí;2015;922;59;224;393;314
Jataí;2016;885;59;254;350;287
Jataí;2017;897;59;267;384;262
Jataí;2018;937;120;292;362;286
Jaupaci;2000;57;;;;
Jaupaci;2001;50;;;;
Jaupaci;2002;48;;33;15;
Jaupaci;2003;52;;36;16;
Jaupaci;2004;50;;37;13;
Jaupaci;2005;59;;37;22;
Jaupaci;2006;56;;36;20;
Jaupaci;2007;51;;33;21;
Jaupaci;2008;56;;35;22;
Jaupaci;2009;49;;26;24;
Jaupaci;2010;44;;23;22;
Jaupaci;2011;50;;22;31;
Jaupaci;2012;43;;20;24;
Jaupaci;2013;41;;21;24;
Jaupaci;2014;41;;20;25;
Jaupaci;2015;36;;18;23;
Jaupaci;2016;38;;20;22;
Jaupaci;2017;34;;17;21;
Jaupaci;2018;39;0;21;21;0
Jesúpolis;2000;25;;;;
Jesúpolis;2001;29;;;;
Jesúpolis;2002;23;;23;;
Jesúpolis;2003;25;;25;;
Jesúpolis;2004;23;;23;;
Jesúpolis;2005;24;;19;5;
Jesúpolis;2006;24;;18;6;
Jesúpolis;2007;27;;20;7;
Jesúpolis;2008;28;;17;11;
Jesúpolis;2009;28;;16;12;
Jesúpolis;2010;28;;16;12;
Jesúpolis;2011;25;;14;12;
Jesúpolis;2012;27;;13;15;
Jesúpolis;2013;29;;15;15;
Jesúpolis;2014;28;;14;15;
Jesúpolis;2015;28;;14;15;
Jesúpolis;2016;29;;16;15;
Jesúpolis;2017;30;;14;16;
Jesúpolis;2018;30;0;15;16;0
Joviânia;2000;107;;;;
Joviânia;2001;97;;;;
Joviânia;2002;98;;30;46;22
Joviânia;2003;104;;35;45;24
Joviânia;2004;108;;31;53;24
Joviânia;2005;100;;30;55;15
Joviânia;2006;95;;26;56;13
Joviânia;2007;73;;23;46;11
Joviânia;2008;71;;27;49;
Joviânia;2009;66;;29;45;
Joviânia;2010;72;;29;49;
Joviânia;2011;72;;26;52;
Joviânia;2012;73;;23;56;
Joviânia;2013;67;;23;50;
Joviânia;2014;59;;22;45;
Joviânia;2015;72;;21;61;
Joviânia;2016;76;;22;60;
Joviânia;2017;75;;21;59;
Joviânia;2018;75;0;23;58;0
Jussara;2000;360;;;;
Jussara;2001;344;;;;
Jussara;2002;353;;161;102;90
Jussara;2003;326;;141;96;89
Jussara;2004;298;;116;89;93
Jussara;2005;301;;127;87;87
Jussara;2006;318;;135;90;93
Jussara;2007;241;;111;78;60
Jussara;2008;234;;105;80;60
Jussara;2009;228;;109;89;49
Jussara;2010;229;;113;92;41
Jussara;2011;227;;103;97;44
Jussara;2012;236;;101;104;43
Jussara;2013;213;;96;92;37
Jussara;2014;222;;92;97;41
Jussara;2015;195;;91;76;34
Jussara;2016;207;;97;85;33
Jussara;2017;202;;94;77;37
Jussara;2018;214;8;97;83;35
Lagoa Santa;2000;;;;;
Lagoa Santa;2001;19;;;;
Lagoa Santa;2002;25;;16;9;
Lagoa Santa;2003;34;;19;15;
Lagoa Santa;2004;27;;14;13;
Lagoa Santa;2005;26;;14;12;
Lagoa Santa;2006;27;;14;13;
Lagoa Santa;2007;27;;14;14;
Lagoa Santa;2008;27;;13;14;
Lagoa Santa;2009;25;;13;13;
Lagoa Santa;2010;24;;14;10;
Lagoa Santa;2011;23;;13;10;
Lagoa Santa;2012;26;;14;14;
Lagoa Santa;2013;27;;14;14;
Lagoa Santa;2014;25;;11;14;
Lagoa Santa;2015;24;;10;14;
Lagoa Santa;2016;25;;11;14;
Lagoa Santa;2017;26;;10;17;
Lagoa Santa;2018;26;0;10;18;0
Leopoldo de Bulhões;2000;97;;;;
Leopoldo de Bulhões;2001;113;;;;
Leopoldo de Bulhões;2002;109;;43;59;7
Leopoldo de Bulhões;2003;90;;35;52;3
Leopoldo de Bulhões;2004;90;;36;50;4
Leopoldo de Bulhões;2005;107;;34;66;7
Leopoldo de Bulhões;2006;114;;29;79;6
Leopoldo de Bulhões;2007;103;;31;69;15
Leopoldo de Bulhões;2008;107;;24;76;19
Leopoldo de Bulhões;2009;105;;24;80;17
Leopoldo de Bulhões;2010;109;;24;82;17
Leopoldo de Bulhões;2011;110;;25;81;16
Leopoldo de Bulhões;2012;119;;21;92;17
Leopoldo de Bulhões;2013;100;;24;69;12
Leopoldo de Bulhões;2014;93;;24;66;11
Leopoldo de Bulhões;2015;82;;21;56;11
Leopoldo de Bulhões;2016;95;;21;63;16
Leopoldo de Bulhões;2017;106;;21;75;16
Leopoldo de Bulhões;2018;108;33;22;77;15
Luziânia;2000;1272;;;;
Luziânia;2001;1290;;;;
Luziânia;2002;1386;;654;480;252
Luziânia;2003;1563;;693;553;317
Luziânia;2004;1725;;810;582;333
Luziânia;2005;1497;;593;560;344
Luziânia;2006;1603;;643;591;369
Luziânia;2007;1227;;498;613;170
Luziânia;2008;1452;;642;648;221
Luziânia;2009;1410;;639;632;195
Luziânia;2010;1418;;674;571;238
Luziânia;2011;1361;34;571;584;238
Luziânia;2012;1676;44;545;887;261
Luziânia;2013;1653;55;496;884;268
Luziânia;2014;1721;54;502;909;305
Luziânia;2015;1654;59;455;890;298
Luziânia;2016;1708;61;475;906;320
Luziânia;2017;1720;53;477;900;345
Luziânia;2018;1782;117;502;931;353
Mairipotaba;2000;36;;;;
Mairipotaba;2001;34;;;;
Mairipotaba;2002;41;;20;21;
Mairipotaba;2003;37;;17;20;
Mairipotaba;2004;37;;17;20;
Mairipotaba;2005;40;;18;22;
Mairipotaba;2006;44;;20;24;
Mairipotaba;2007;35;;16;24;
Mairipotaba;2008;37;;15;26;
Mairipotaba;2009;37;;16;23;
Mairipotaba;2010;36;;15;22;
Mairipotaba;2011;36;;14;23;
Mairipotaba;2012;31;;11;21;
Mairipotaba;2013;25;;11;15;
Mairipotaba;2014;30;;12;18;
Mairipotaba;2015;32;;12;20;
Mairipotaba;2016;27;;13;14;
Mairipotaba;2017;29;;14;17;
Mairipotaba;2018;30;0;15;18;0
Mambaí;2000;61;;;;
Mambaí;2001;67;;;;
Mambaí;2002;61;;38;20;3
Mambaí;2003;69;;33;36;
Mambaí;2004;77;;42;35;
Mambaí;2005;79;;43;36;
Mambaí;2006;76;;42;34;
Mambaí;2007;67;;37;37;
Mambaí;2008;68;;36;34;
Mambaí;2009;70;;39;36;
Mambaí;2010;76;;38;36;6
Mambaí;2011;74;;34;35;9
Mambaí;2012;80;;33;43;11
Mambaí;2013;82;;34;46;10
Mambaí;2014;76;;31;39;12
Mambaí;2015;92;;27;52;19
Mambaí;2016;98;;31;52;20
Mambaí;2017;92;;31;46;19
Mambaí;2018;99;6;32;46;23
Mara Rosa;2000;188;;;;
Mara Rosa;2001;202;;;;
Mara Rosa;2002;181;;125;56;
Mara Rosa;2003;170;;114;56;
Mara Rosa;2004;157;;105;52;
Mara Rosa;2005;156;;92;64;
Mara Rosa;2006;141;;87;54;
Mara Rosa;2007;122;;78;47;
Mara Rosa;2008;116;;75;46;
Mara Rosa;2009;121;;79;48;
Mara Rosa;2010;117;;77;46;
Mara Rosa;2011;115;;71;49;
Mara Rosa;2012;112;;70;49;
Mara Rosa;2013;101;;62;45;
Mara Rosa;2014;99;;60;44;
Mara Rosa;2015;103;;63;45;
Mara Rosa;2016;107;;65;48;
Mara Rosa;2017;108;;64;49;
Mara Rosa;2018;111;5;63;51;0
Marzagão;2000;35;;;;
Marzagão;2001;27;;;;
Marzagão;2002;25;;14;11;
Marzagão;2003;29;;17;12;
Marzagão;2004;32;;18;14;
Marzagão;2005;33;;21;12;
Marzagão;2006;29;;23;6;
Marzagão;2007;25;;20;5;
Marzagão;2008;23;;19;5;
Marzagão;2009;26;;20;6;
Marzagão;2010;26;;19;8;
Marzagão;2011;24;;17;10;
Marzagão;2012;25;;17;12;
Marzagão;2013;25;;17;10;
Marzagão;2014;24;;16;10;
Marzagão;2015;26;;16;11;
Marzagão;2016;32;;23;11;
Marzagão;2017;35;;26;11;
Marzagão;2018;37;0;27;12;0
Matrinchã;2000;87;;;;
Matrinchã;2001;82;;;;
Matrinchã;2002;89;;47;42;
Matrinchã;2003;69;;42;27;
Matrinchã;2004;65;;37;28;
Matrinchã;2005;60;;35;25;
Matrinchã;2006;63;;35;28;
Matrinchã;2007;65;;37;29;
Matrinchã;2008;62;;34;30;
Matrinchã;2009;59;;34;33;
Matrinchã;2010;61;;33;35;
Matrinchã;2011;55;;29;32;
Matrinchã;2012;54;;24;38;
Matrinchã;2013;55;;28;34;
Matrinchã;2014;53;;26;35;
Matrinchã;2015;54;;25;35;
Matrinchã;2016;57;;26;35;
Matrinchã;2017;56;;26;35;
Matrinchã;2018;54;0;26;33;0
Maurilândia;2000;99;;;;
Maurilândia;2001;104;;;;
Maurilândia;2002;112;;66;40;6
Maurilândia;2003;114;;57;44;13
Maurilândia;2004;119;;53;53;13
Maurilândia;2005;111;;49;49;13
Maurilândia;2006;114;;54;47;13
Maurilândia;2007;96;;41;47;15
Maurilândia;2008;104;;39;54;15
Maurilândia;2009;92;;39;53;10
Maurilândia;2010;91;;40;54;11
Maurilândia;2011;85;;37;49;8
Maurilândia;2012;87;;36;53;14
Maurilândia;2013;116;;41;74;13
Maurilândia;2014;114;;43;76;5
Maurilândia;2015;107;;44;66;9
Maurilândia;2016;113;;43;74;8
Maurilândia;2017;110;;43;68;9
Maurilândia;2018;105;0;41;64;9
Mimoso de Goiás;2000;39;;;;
Mimoso de Goiás;2001;36;;;;
Mimoso de Goiás;2002;42;;20;22;
Mimoso de Goiás;2003;44;;23;21;
Mimoso de Goiás;2004;44;;24;20;
Mimoso de Goiás;2005;38;;22;16;
Mimoso de Goiás;2006;36;;14;22;
Mimoso de Goiás;2007;37;;15;24;
Mimoso de Goiás;2008;37;;17;21;
Mimoso de Goiás;2009;38;;14;25;
Mimoso de Goiás;2010;36;;14;22;
Mimoso de Goiás;2011;37;;13;26;
Mimoso de Goiás;2012;39;;12;28;
Mimoso de Goiás;2013;31;;13;21;
Mimoso de Goiás;2014;28;;12;19;
Mimoso de Goiás;2015;30;;11;20;
Mimoso de Goiás;2016;27;;11;19;
Mimoso de Goiás;2017;29;;11;19;
Mimoso de Goiás;2018;33;7;12;23;0
Minaçu;2000;592;;;;
Minaçu;2001;605;;;;
Minaçu;2002;588;;189;310;89
Minaçu;2003;548;;172;290;86
Minaçu;2004;606;;136;321;149
Minaçu;2005;577;;150;315;112
Minaçu;2006;585;;174;281;130
Minaçu;2007;377;;143;190;85
Minaçu;2008;403;;144;211;95
Minaçu;2009;395;;152;198;86
Minaçu;2010;406;;151;179;121
Minaçu;2011;352;;133;182;75
Minaçu;2012;378;;117;183;110
Minaçu;2013;392;;121;190;115
Minaçu;2014;350;;118;161;104
Minaçu;2015;352;;120;175;102
Minaçu;2016;300;;121;159;63
Minaçu;2017;308;;125;149;67
Minaçu;2018;308;44;125;153;61
Mineiros;2000;533;;;;
Mineiros;2001;571;;;;
Mineiros;2002;581;;282;195;104
Mineiros;2003;603;;277;201;125
Mineiros;2004;608;;257;199;152
Mineiros;2005;604;;229;217;158
Mineiros;2006;591;;234;219;138
Mineiros;2007;505;;206;231;143
Mineiros;2008;541;;210;271;138
Mineiros;2009;516;;216;243;145
Mineiros;2010;503;;225;239;107
Mineiros;2011;486;;201;259;99
Mineiros;2012;491;;194;247;117
Mineiros;2013;526;;212;259;111
Mineiros;2014;565;;225;295;119
Mineiros;2015;578;;190;294;150
Mineiros;2016;605;;206;319;139
Mineiros;2017;632;;210;326;161
Mineiros;2018;691;11;217;386;156
Moiporá;2000;31;;;;
Moiporá;2001;29;;;;
Moiporá;2002;27;;17;10;
Moiporá;2003;32;;19;13;
Moiporá;2004;30;;18;12;
Moiporá;2005;24;;15;9;
Moiporá;2006;23;;14;9;
Moiporá;2007;18;;12;8;
Moiporá;2008;25;;16;12;
Moiporá;2009;21;;15;9;
Moiporá;2010;22;;14;11;
Moiporá;2011;18;;13;9;
Moiporá;2012;18;;11;10;
Moiporá;2013;21;;11;10;
Moiporá;2014;21;;12;9;
Moiporá;2015;23;;15;10;
Moiporá;2016;21;;14;10;
Moiporá;2017;25;;15;11;
Moiporá;2018;25;8;14;12;0
Monte Alegre de Goiás;2000;133;;;;
Monte Alegre de Goiás;2001;136;;;;
Monte Alegre de Goiás;2002;154;;76;78;
Monte Alegre de Goiás;2003;161;;77;84;
Monte Alegre de Goiás;2004;163;;98;65;
Monte Alegre de Goiás;2005;156;;90;66;
Monte Alegre de Goiás;2006;163;;93;70;
Monte Alegre de Goiás;2007;140;;77;66;
Monte Alegre de Goiás;2008;118;;66;59;
Monte Alegre de Goiás;2009;124;;67;64;
Monte Alegre de Goiás;2010;116;;68;55;
Monte Alegre de Goiás;2011;120;;61;65;
Monte Alegre de Goiás;2012;104;;52;62;
Monte Alegre de Goiás;2013;96;;48;54;
Monte Alegre de Goiás;2014;107;;62;49;
Monte Alegre de Goiás;2015;105;;63;48;
Monte Alegre de Goiás;2016;107;;67;48;
Monte Alegre de Goiás;2017;116;;69;55;
Monte Alegre de Goiás;2018;123;60;75;54;0
Montes Claros de Goiás;2000;129;;;;
Montes Claros de Goiás;2001;131;;;;
Montes Claros de Goiás;2002;135;;49;71;15
Montes Claros de Goiás;2003;131;;48;66;17
Montes Claros de Goiás;2004;145;;56;72;17
Montes Claros de Goiás;2005;161;;59;84;18
Montes Claros de Goiás;2006;146;;49;82;15
Montes Claros de Goiás;2007;120;;43;80;15
Montes Claros de Goiás;2008;125;;36;80;17
Montes Claros de Goiás;2009;108;;37;64;18
Montes Claros de Goiás;2010;101;;38;58;16
Montes Claros de Goiás;2011;110;;37;65;15
Montes Claros de Goiás;2012;98;;36;57;14
Montes Claros de Goiás;2013;100;;36;58;15
Montes Claros de Goiás;2014;100;;37;59;12
Montes Claros de Goiás;2015;96;;34;63;10
Montes Claros de Goiás;2016;99;;34;63;11
Montes Claros de Goiás;2017;89;;34;49;10
Montes Claros de Goiás;2018;84;14;32;45;9
Montividiu;2000;125;;;;
Montividiu;2001;140;;;;
Montividiu;2002;137;;19;73;45
Montividiu;2003;135;;17;70;48
Montividiu;2004;167;;18;90;59
Montividiu;2005;166;;15;85;66
Montividiu;2006;127;;18;75;34
Montividiu;2007;114;;15;79;30
Montividiu;2008;114;;21;80;20
Montividiu;2009;126;;27;86;24
Montividiu;2010;141;;35;78;37
Montividiu;2011;152;;30;88;42
Montividiu;2012;140;;23;84;43
Montividiu;2013;131;;20;87;32
Montividiu;2014;138;;21;94;33
Montividiu;2015;129;;21;89;27
Montividiu;2016;133;;20;89;31
Montividiu;2017;130;;17;89;31
Montividiu;2018;124;4;21;81;27
Montividiu do Norte;2000;76;;;;
Montividiu do Norte;2001;79;;;;
Montividiu do Norte;2002;86;;46;40;
Montividiu do Norte;2003;80;;45;35;
Montividiu do Norte;2004;88;;38;50;
Montividiu do Norte;2005;83;;38;45;
Montividiu do Norte;2006;78;;37;41;
Montividiu do Norte;2007;52;;28;27;
Montividiu do Norte;2008;55;;27;32;
Montividiu do Norte;2009;64;;25;43;
Montividiu do Norte;2010;64;;27;40;
Montividiu do Norte;2011;59;;24;37;
Montividiu do Norte;2012;53;;20;36;
Montividiu do Norte;2013;54;;22;34;
Montividiu do Norte;2014;53;;21;33;
Montividiu do Norte;2015;52;;23;31;
Montividiu do Norte;2016;46;;16;31;
Montividiu do Norte;2017;45;;18;28;
Montividiu do Norte;2018;50;15;22;31;0
Morrinhos;2000;463;;;;
Morrinhos;2001;479;;;;
Morrinhos;2002;476;29;206;129;112
Morrinhos;2003;475;25;206;131;113
Morrinhos;2004;491;22;171;153;145
Morrinhos;2005;496;23;163;157;153
Morrinhos;2006;493;24;156;138;175
Morrinhos;2007;410;33;130;134;139
Morrinhos;2008;450;37;138;153;151
Morrinhos;2009;438;40;135;154;148
Morrinhos;2010;418;36;133;141;150
Morrinhos;2011;414;44;136;126;141
Morrinhos;2012;408;47;115;138;140
Morrinhos;2013;389;47;121;116;133
Morrinhos;2014;394;38;123;128;133
Morrinhos;2015;410;45;120;136;132
Morrinhos;2016;426;59;137;126;125
Morrinhos;2017;404;51;137;116;114
Morrinhos;2018;402;39;155;127;103
Morro Agudo de Goiás;2000;40;;;;
Morro Agudo de Goiás;2001;44;;;;
Morro Agudo de Goiás;2002;46;;28;18;
Morro Agudo de Goiás;2003;38;;22;16;
Morro Agudo de Goiás;2004;34;;19;15;
Morro Agudo de Goiás;2005;33;;19;14;
Morro Agudo de Goiás;2006;37;;21;16;
Morro Agudo de Goiás;2007;32;;18;16;
Morro Agudo de Goiás;2008;28;;16;14;
Morro Agudo de Goiás;2009;32;;21;13;
Morro Agudo de Goiás;2010;31;;20;12;
Morro Agudo de Goiás;2011;27;;17;11;
Morro Agudo de Goiás;2012;28;;17;13;
Morro Agudo de Goiás;2013;31;;12;20;
Morro Agudo de Goiás;2014;30;;11;20;
Morro Agudo de Goiás;2015;32;;10;23;
Morro Agudo de Goiás;2016;36;;11;26;
Morro Agudo de Goiás;2017;35;;11;24;
Morro Agudo de Goiás;2018;37;0;9;28;0
Mossâmedes;2000;83;;;;
Mossâmedes;2001;89;;;;
Mossâmedes;2002;100;;47;44;9
Mossâmedes;2003;84;;40;36;8
Mossâmedes;2004;72;;37;28;7
Mossâmedes;2005;65;;30;31;4
Mossâmedes;2006;57;;28;25;4
Mossâmedes;2007;54;;30;22;6
Mossâmedes;2008;54;;24;25;7
Mossâmedes;2009;61;;32;26;7
Mossâmedes;2010;60;;30;27;7
Mossâmedes;2011;61;;30;30;4
Mossâmedes;2012;51;;21;33;
Mossâmedes;2013;49;;21;31;
Mossâmedes;2014;59;;29;33;
Mossâmedes;2015;56;;24;34;
Mossâmedes;2016;66;;35;34;
Mossâmedes;2017;62;;29;36;
Mossâmedes;2018;75;11;34;43;0
Mozarlândia;2000;168;;;;
Mozarlândia;2001;174;;;;
Mozarlândia;2002;189;;61;93;35
Mozarlândia;2003;161;;64;62;35
Mozarlândia;2004;139;;58;43;38
Mozarlândia;2005;132;;58;44;30
Mozarlândia;2006;136;;59;47;30
Mozarlândia;2007;112;;53;46;27
Mozarlândia;2008;121;;54;56;27
Mozarlândia;2009;118;;52;73;9
Mozarlândia;2010;138;;52;83;23
Mozarlândia;2011;139;;47;79;28
Mozarlândia;2012;137;;37;92;24
Mozarlândia;2013;138;;38;91;21
Mozarlândia;2014;140;;38;95;17
Mozarlândia;2015;155;;41;108;18
Mozarlândia;2016;147;;43;98;19
Mozarlândia;2017;137;;40;87;19
Mozarlândia;2018;142;0;42;88;20
Mundo Novo;2000;81;;;;
Mundo Novo;2001;92;;;;
Mundo Novo;2002;102;;32;70;
Mundo Novo;2003;103;;57;46;
Mundo Novo;2004;97;;56;41;
Mundo Novo;2005;96;;45;51;
Mundo Novo;2006;79;;42;37;
Mundo Novo;2007;64;;33;36;
Mundo Novo;2008;62;;34;34;
Mundo Novo;2009;65;;39;33;
Mundo Novo;2010;64;;42;28;
Mundo Novo;2011;72;;47;34;
Mundo Novo;2012;66;;43;28;
Mundo Novo;2013;72;;42;38;
Mundo Novo;2014;68;;44;34;
Mundo Novo;2015;65;;39;30;
Mundo Novo;2016;64;;40;28;
Mundo Novo;2017;68;;43;30;
Mundo Novo;2018;69;24;43;31;0
Mutunópolis;2000;58;;;;
Mutunópolis;2001;59;;;;
Mutunópolis;2002;61;;35;26;
Mutunópolis;2003;50;;26;24;
Mutunópolis;2004;47;;25;22;
Mutunópolis;2005;48;;26;22;
Mutunópolis;2006;44;;23;21;
Mutunópolis;2007;32;;16;17;
Mutunópolis;2008;38;;23;18;
Mutunópolis;2009;39;;24;17;
Mutunópolis;2010;42;;24;20;
