Localidade;Ano;AnosIniciaisRedeMunicipal;AnosIniciaisRedeEstadual;AnosIniciaisRedeFederal;AnosIniciaisRedePública;AnosFinaisRedeMunicipal;AnosFinaisRedeEstadual;AnosFinaisRedeFederal;AnosFinaisRedePública
Nerópolis;2009;5,1;4,4;;5;4,1;3,6;;3,9
Nerópolis;2011;5,2;;;5,2;4,6;4,2;;4,4
Nerópolis;2013;5,6;;;5,6;4,7;5;;4,9
Nerópolis;2015;5,5;;;5,5;4,9;4,7;;4,8
Nerópolis;2017;5,8;    ;    ;5,8;4,7;5,4;    ;5,1
Niquelândia;2005;3,4;3,9;;3,6;3,5;3,6;;3,6
Niquelândia;2007;3,8;4;;3,9;3,5;3,6;;3,6
Niquelândia;2009;4,2;5,1;;4,5;3,5;3,7;;3,6
Niquelândia;2011;4,9;5,5;;5,1;3,5;4,1;;3,9
Niquelândia;2013;4,9;6,1;;5,2;3,5;4,4;;4,3
Niquelândia;2015;5,1;6,5;;5,5;4,5;5,1;;4,9
Niquelândia;2017;5,6;6,5;    ;5,8;4,6;5,3;    ;5,2
Nova América;2005;4,3;;;4,3;;3,4;;3,3
Nova América;2007;4,2;;;4,2;;4,1;;4
Nova América;2009;5,1;;;5,1;;4;;4
Nova América;2011;6;;;6;;5,4;;5,4
Nova América;2013;6,8;;;6,8;;4,6;;4,6
Nova América;2015;5,9;;;5,9;;5,3;;5,3
Nova América;2017;5,8;    ;    ;5,8;    ;6;    ;6
Nova Aurora;2005;;;;;;3,9;;
Nova Aurora;2007;;4,5;;4,5;;3,5;;3,5
Nova Aurora;2009;;5,5;;5,5;;;;
Nova Aurora;2011;;5,1;;5,1;;4,7;;4,7
Nova Aurora;2013;;5,9;;5,9;;5,4;;5,4
Nova Aurora;2015;;5,9;;5,9;;4,2;;4,2
Nova Aurora;2017;    ;6,8;    ;6,8;    ;5,1;    ;5,1
Nova Crixás;2005;3;3,5;;3,2;;2,7;;2,6
Nova Crixás;2007;3,5;3,2;;3,4;2,9;2,9;;2,8
Nova Crixás;2009;3,6;3,6;;3,6;3,6;3,5;;3,6
Nova Crixás;2011;4,5;4,7;;4,5;3,5;3,3;;3,4
Nova Crixás;2013;4,5;;;4,5;4,2;4,5;;4,4
Nova Crixás;2015;4,7;;;4,7;4,5;4,5;;4,5
Nova Crixás;2017;5,1;    ;    ;5,1;4,1;4,9;    ;4,4
Nova Glória;2005;;4,4;;4,5;;4,2;;4,2
Nova Glória;2007;4,9;4,7;;4,8;;3,9;;3,9
Nova Glória;2009;;4,4;;4,3;;4,3;;4,3
Nova Glória;2011;4,9;6;;6;;4,1;;4,1
Nova Glória;2013;5;6,6;;5,9;;4,6;;4,6
Nova Glória;2015;;6,9;;6,9;;5,1;;5,1
Nova Glória;2017;6,7;5,7;    ;6,2;    ;4,9;    ;4,9
Nova Iguaçu de Goiás;2005;4,1;;;4,1;;4,1;;4,1
Nova Iguaçu de Goiás;2007;4,5;;;4,5;;4;;4
Nova Iguaçu de Goiás;2009;5,1;;;5,1;;4,3;;4,3
Nova Iguaçu de Goiás;2011;5,9;;;5,9;;4,3;;4,3
Nova Iguaçu de Goiás;2013;6,1;;;6,1;;4,5;;4,5
Nova Iguaçu de Goiás;2015;6,6;;;6,6;;4,9;;4,9
Nova Iguaçu de Goiás;2017;6,3;    ;    ;6,3;    ;5,3;    ;5,3
Nova Roma;2005;2,9;;;2,9;;3,1;;3
Nova Roma;2007;4,4;;;4,4;;3,7;;3,7
Nova Roma;2009;4,2;;;4,2;;3,3;;3,4
Nova Roma;2011;5,4;;;5,4;;3,9;;3,9
Nova Roma;2013;4,6;;;4,6;;4,4;;4,3
Nova Roma;2015;4,6;;;4,6;;4,8;;4,8
Nova Roma;2017;5,2;    ;    ;5,2;    ;4,7;    ;4,6
Nova Veneza;2005;4,5;4,5;;4,5;;3,5;;3,5
Nova Veneza;2007;4,9;5,1;;4,9;;3,5;;3,5
Nova Veneza;2009;4,9;5,7;;5,1;;4,1;;4,1
Nova Veneza;2011;5,6;4,8;;5,4;;4,7;;4,7
Nova Veneza;2013;5;;;5;;4,7;;4,7
Nova Veneza;2015;5,3;;;5,3;;5,1;;5,1
Nova Veneza;2017;5,8;    ;    ;5,8;    ;5,5;    ;5,5
Novo Brasil;2005;4,8;;;4,7;;3,5;;3,5
Novo Brasil;2007;;5;;5;;4,1;;4,1
Novo Brasil;2009;;5,6;;5,6;;3,8;;3,8
Novo Brasil;2011;4,4;;;4,4;;4,3;;4,3
Novo Brasil;2013;4,6;;;4,7;;5,1;;5,1
Novo Brasil;2015;5,6;;;5,6;;4,6;;4,6
Novo Brasil;2017;6,2;    ;    ;6,2;    ;5,1;    ;5,1
Novo Gama;2005;3,8;;;3,8;;3,2;;3,2
Novo Gama;2007;3,4;;;3,4;;2,8;;2,8
Novo Gama;2009;4,6;;;4,6;;2,7;;2,7
Novo Gama;2011;4,8;;;4,8;;3,1;;3,1
Novo Gama;2013;5;;;5;;3,7;;3,7
Novo Gama;2015;4,6;;;4,6;;3,8;;3,8
Novo Gama;2017;5;    ;    ;5;    ;4,4;    ;4,4
Novo Planalto;2005;3,5;;;3,5;;3,3;;3,3
Novo Planalto;2007;4;;;4;;2,8;;2,8
Novo Planalto;2009;3,7;;;3,7;;4,1;;4,1
Novo Planalto;2011;4,3;;;4,3;;4,3;;4,3
Novo Planalto;2013;3,9;;;3,9;;4,6;;4,6
Novo Planalto;2015;4,7;;;4,7;;4,6;;4,6
Novo Planalto;2017;4,9;    ;    ;4,9;    ;4,9;    ;4,9
Orizona;2005;;4,5;;4,6;;3,6;;3,9
Orizona;2007;4,4;4,8;;4,7;4,6;3,5;;4,2
Orizona;2009;5,3;5,2;;5,1;5,1;4,1;;4,6
Orizona;2011;5,6;6,2;;5,8;5,6;4,5;;4,8
Orizona;2013;5,8;6,6;;6;5,6;4,9;;5
Orizona;2015;6;6,3;;6,1;5,3;5,3;;5,3
Orizona;2017;6,3;7,2;    ;6,6;5,1;6;    ;5,6
Ouro Verde de Goiás;2005;4,6;;;4,6;;4,1;;4,1
Ouro Verde de Goiás;2007;4,7;;;4,7;4,8;3,2;;3,7
Ouro Verde de Goiás;2009;5,2;;;5,3;4,6;3;;3,8
Ouro Verde de Goiás;2011;5,8;;;5,8;5;4,3;;4,7
Ouro Verde de Goiás;2013;5,5;;;5,5;5;;;5
Ouro Verde de Goiás;2015;5,5;;;5,5;4,9;;;4,8
Ouro Verde de Goiás;2017;6,2;    ;    ;6,2;5,4;    ;    ;5,4
Ouvidor;2005;;4,5;;4,5;;4,4;;
Ouvidor;2007;5,4;5,2;;5,3;;3,8;;3,8
Ouvidor;2009;6;5,5;;5,7;;3,3;;3,3
Ouvidor;2011;5,9;5;;5;;4,5;;4,5
Ouvidor;2013;6,9;6,1;;6,6;;4,3;;4,3
Ouvidor;2015;6,8;6;;6,5;;4,5;;4,5
Ouvidor;2017;6,9;6,8;    ;6,9;    ;5,3;    ;5,3
Padre Bernardo;2005;3,3;;;3,4;3;2,7;;3
Padre Bernardo;2007;3,3;;;3,3;3,1;2,7;;3
Padre Bernardo;2009;3,8;;;3,7;3,4;2,5;;3,2
Padre Bernardo;2011;4,2;;;4,2;3,6;2,6;;3,3
Padre Bernardo;2013;4,9;;;4,9;3,9;3,8;;3,9
Padre Bernardo;2015;4,5;;;4,5;4,3;3,6;;4,2
Padre Bernardo;2017;5;    ;    ;5;4,5;4,8;    ;4,6
Palestina de Goiás;2005;;;;;;3,2;;3,2
Palestina de Goiás;2007;5,6;;;5,6;;3,6;;3,7
Palestina de Goiás;2009;5;;;5;;4,2;;4,2
Palestina de Goiás;2011;4,8;;;4,8;;3,8;;3,8
Palestina de Goiás;2013;5,2;;;5,2;;4,8;;4,8
Palestina de Goiás;2015;5,5;;;5,5;;5;;5
Palestina de Goiás;2017;6;    ;    ;6;    ;5;    ;5
Palmeiras de Goiás;2005;4,6;3,7;;4,1;3,5;3,5;;3,5
Palmeiras de Goiás;2007;4,6;4,2;;4,4;4,3;3,5;;3,7
Palmeiras de Goiás;2009;5;4,4;;4,8;4,9;3,2;;3,8
Palmeiras de Goiás;2011;5,5;5,6;;5,6;5,2;3,6;;4
Palmeiras de Goiás;2013;5,7;5,4;;5,7;5,2;4,1;;4,4
Palmeiras de Goiás;2015;5,6;5,2;;5,5;5;4,7;;4,8
Palmeiras de Goiás;2017;6,3;4,9;    ;6,2;5,6;4,7;    ;5
Palmelo;2005;;4,3;;4,3;;3,8;;3,8
Palmelo;2007;;3,9;;3,9;;3,7;;3,7
Palmelo;2009;;4,8;;4,8;;4,2;;4,2
Palmelo;2011;5,6;5,8;;5,8;;;;
Palmelo;2013;5,5;6,4;;5,9;;4,3;;4,3
Palmelo;2015;;;;;;4,2;;4,2
Palmelo;2017;5,7;6,5;    ;6,1;    ;5,1;    ;5,1
Palminópolis;2005;4,1;;;4,1;;3,6;;3,6
Palminópolis;2007;4,3;;;4,3;;4,6;;4,6
Palminópolis;2009;5,3;;;5,3;;4,5;;4,5
Palminópolis;2011;6,2;;;6,2;;4,6;;4,6
Palminópolis;2013;5,8;;;5,8;;5,2;;5,2
Palminópolis;2015;6,2;;;6,2;;5,3;;5,3
Palminópolis;2017;7;    ;    ;7;    ;4,9;    ;4,9
Panamá;2005;4,6;;;4,6;;2,9;;2,9
Panamá;2007;4,6;;;4,6;;3,6;;3,6
Panamá;2009;4,9;;;4,9;;4;;4
Panamá;2011;5,1;;;5,1;;2,9;;2,9
Panamá;2013;6;;;6;;4,7;;4,7
Panamá;2015;5,9;;;5,9;;5;;5
Panamá;2017;5,8;    ;    ;5,8;    ;4,9;    ;4,9
Paranaiguara;2005;4;4,3;;4,1;;4;;
Paranaiguara;2007;4,6;3,3;;4,4;;3,9;;3,9
Paranaiguara;2009;5,4;4,4;;5,1;;3,9;;3,9
Paranaiguara;2011;5,2;5,1;;5,2;;4,2;;4,2
Paranaiguara;2013;6,1;6,5;;6,2;;5,2;;5,2
Paranaiguara;2015;6,4;5,2;;6,2;;5,4;;5,4
Paranaiguara;2017;7;    ;    ;7;    ;5,7;    ;5,7
Paraúna;2005;3,5;4,3;;3,8;;3,5;;3,6
Paraúna;2007;4,6;4;;4,5;;3,1;;3,2
Paraúna;2009;5,2;4,4;;4,8;;3,3;;3,4
Paraúna;2011;5,3;4,8;;5,2;5,2;4,2;;4,4
Paraúna;2013;5,6;5,8;;5,6;;4,7;;4,6
Paraúna;2015;6,2;5,7;;6,1;;4,9;;4,9
Paraúna;2017;6,1;6,2;    ;6,1;5,5;4,7;    ;4,9
Perolândia;2005;4;;;4;;3,1;;3,1
Perolândia;2007;4,3;;;4,3;;4,6;;4,6
Perolândia;2009;4,3;;;4,3;;4,2;;4,2
Perolândia;2011;4,5;;;4,5;;3,4;;3,4
Perolândia;2013;5,5;;;5,5;;6,2;;6,2
Perolândia;2015;5,8;;;5,8;;5,2;;5,2
Perolândia;2017;6,6;    ;    ;6,6;    ;6,2;    ;6,2
Petrolina de Goiás;2005;4,2;;;4,2;;3,5;;3,5
Petrolina de Goiás;2007;4,6;;;4,6;;3,5;;3,5
Petrolina de Goiás;2009;5,2;;;5,2;;3,5;;3,5
Petrolina de Goiás;2011;5,8;;;5,8;;4,2;;4,2
Petrolina de Goiás;2013;6,1;;;6,1;;4,4;;4,4
Petrolina de Goiás;2015;6,3;;;6,3;;4,2;;4,2
Petrolina de Goiás;2017;6;    ;    ;6;    ;4,4;    ;4,4
Pilar de Goiás;2005;;;;;;3,4;;3,4
Pilar de Goiás;2007;;;;;;3,9;;3,9
Pilar de Goiás;2009;;4,7;;4,7;;3,2;;3,3
Pilar de Goiás;2011;;5,1;;5,2;;3,7;;3,8
Pilar de Goiás;2013;;;;;;4,9;;4,9
Pilar de Goiás;2015;4,8;;;4,8;;4;;4,1
Pilar de Goiás;2017;5,5;    ;    ;5,5;    ;4,9;    ;4,9
Piracanjuba;2005;4;4,1;;4;3,7;3,6;;3,7
Piracanjuba;2007;3,8;4,7;;4,3;4,1;4,2;;4,1
Piracanjuba;2009;4,6;5,1;;4,8;4,2;3,5;;3,8
Piracanjuba;2011;;5,6;;5,5;4,4;4;;4,2
Piracanjuba;2013;;6,6;;6,5;4,8;5,1;;4,9
Piracanjuba;2015;;6,4;;6,3;4,4;4,7;;4,5
Piracanjuba;2017;5,5;6,6;    ;6,2;4,6;5,5;    ;5
Piranhas;2005;4,1;4,5;;4,3;3,5;3,8;;3,6
Piranhas;2007;4;4,8;;4,2;3,7;3,9;;3,8
Piranhas;2009;5;5,1;;5;3,6;4,4;;4
Piranhas;2011;5,3;4,9;;5,1;4,2;5,1;;4,5
Piranhas;2013;6,1;6,3;;6,1;4,5;4,8;;4,6
Piranhas;2015;5,5;5,6;;5,6;4,5;;;4,8
Piranhas;2017;5,9;6,6;    ;6,2;5;5;    ;5
Pirenópolis;2005;4,1;4,5;;4,3;;3,7;;3,7
Pirenópolis;2007;4,4;4,4;;4,4;;3,7;;3,7
Pirenópolis;2009;4,3;4,8;;4,5;;4;;4
Pirenópolis;2011;5;4,9;;4,9;;4,2;;4,2
Pirenópolis;2013;4,7;;;4,7;;4,5;;4,5
Pirenópolis;2015;5,3;;;5,3;;4,9;;4,9
Pirenópolis;2017;5,6;    ;    ;5,6;    ;4,9;    ;4,9
Pires do Rio;2005;4,4;3,4;;4,2;;3,2;;3,2
Pires do Rio;2007;4,1;3,5;;4;;3,5;;3,5
Pires do Rio;2009;4,4;4,2;;4,4;;3,5;;3,5
Pires do Rio;2011;5,3;;;5,3;;4;;4
Pires do Rio;2013;5,6;6,8;;5,8;;4,2;;4,2
Pires do Rio;2015;5,7;6,5;;5,8;;4,5;;4,5
Pires do Rio;2017;5,6;7,6;    ;5,8;    ;5,1;    ;5,1
Planaltina;2005;3,4;;;3,4;3,1;3;;3
Planaltina;2007;3,5;;;3,5;3,2;3;;3,1
Planaltina;2009;3,7;;;3,7;3,4;3,2;;3,4
Planaltina;2011;4,2;;;4,2;3,4;3,3;;3,4
Planaltina;2013;4,4;;;4,4;3,5;4,1;;3,8
Planaltina;2015;5;;;5;3,9;4,3;;4
Planaltina;2017;5,2;    ;    ;5,2;4;4,6;    ;4,2
Pontalina;2005;4;4,5;;4,1;;4,1;;3,9
Pontalina;2007;4,8;4,9;;4,8;4,1;3,9;;3,9
Pontalina;2009;4,7;5,6;;5;4,7;4,2;;4,2
Pontalina;2011;4,9;6,3;;5,3;4,6;4,1;;4,2
Pontalina;2013;5,7;7;;6,1;4,6;5,1;;4,9
Pontalina;2015;5,6;7,3;;5,9;4,6;5,8;;5,3
Pontalina;2017;5,9;6,6;    ;6;4,9;6,1;    ;5,6
Porangatu;2005;3,5;4,6;;3,8;3,5;3,5;;3,4
Porangatu;2007;3,5;4,5;;3,7;3,5;3,4;;3,4
Porangatu;2009;3,9;4,9;;4,1;3,4;3,9;;3,6
Porangatu;2011;4,8;5,4;;4,9;3,4;4;;3,7
Porangatu;2013;4,7;5,9;;4,9;3,5;4,7;;4,1
Porangatu;2015;5;6,2;;5,1;4,2;5,4;;4,9
Porangatu;2017;5,3;6,6;    ;5,5;4,4;5,6;    ;5,1
Porteirão;2005;4,2;;;4,2;;3;;3
Porteirão;2007;3,8;;;3,8;;3;;3
Porteirão;2009;3,6;;;3,6;;3;;3
Porteirão;2011;4,7;;;4,7;;3,5;;3,5
Porteirão;2013;5,6;;;5,6;;4,3;;4,3
Porteirão;2015;5,7;;;5,7;;3,8;;3,8
Porteirão;2017;6,1;    ;    ;6,1;    ;4,7;    ;4,7
Portelândia;2005;;3,5;;3,5;;2,9;;2,9
Portelândia;2007;4,1;3,9;;3,9;;2,2;;2,2
Portelândia;2009;;4,5;;3,5;;3;;3
Portelândia;2011;4,7;;;4,7;;4,7;;4,7
Portelândia;2013;5,8;;;5,8;;4,8;;4,8
Portelândia;2015;5,4;;;5,4;;4,8;;4,8
Portelândia;2017;5,1;    ;    ;5,1;    ;5,4;    ;5,4
Posse;2005;3,4;3,8;;3,6;4;3,4;;3,7
Posse;2007;3,8;4,1;;3,9;4,7;3,8;;4,2
Posse;2009;4,6;4,7;;4,7;4,4;3,8;;3,9
Posse;2011;5,8;5,7;;5,7;4,5;4,1;;4,3
Posse;2013;5,9;6;;5,9;4,8;5,1;;4,9
Posse;2015;5,9;5,8;;5,9;5,3;4,8;;5
Posse;2017;6,5;6,5;    ;6,5;5,5;5,7;    ;5,6
Professor Jamil;2005;;4,3;;4,3;;3,7;;3,7
Professor Jamil;2007;;4;;4;;4,2;;4,2
Professor Jamil;2009;;5,1;;5,1;;3,9;;3,9
Professor Jamil;2011;;5,4;;5,4;;4,1;;4,1
Professor Jamil;2013;;6,4;;6,4;;5,5;;5,5
Professor Jamil;2015;;5,7;;5,7;;5,1;;5,1
Professor Jamil;2017;    ;6,6;    ;6,6;    ;6,2;    ;6,2
Quirinópolis;2005;4,1;3,7;;4,2;4;3,4;;
Quirinópolis;2007;4,3;4;;4,3;4,4;3,5;;4
Quirinópolis;2009;5,1;4,9;;5,1;4,7;3,7;;4,3
Quirinópolis;2011;6,2;5,1;;6;5,1;3,8;;4,6
Quirinópolis;2013;6,4;6,5;;6,4;4,4;5;;4,7
Quirinópolis;2015;6,5;6,3;;6,4;5,2;5,3;;5,2
Quirinópolis;2017;6,7;6,4;    ;6,7;5,4;5,8;    ;5,7
Rialma;2005;5,2;;;5,1;;3,7;;3,7
Rialma;2007;4,2;4,2;;4,2;;4;;4
Rialma;2009;5,5;4,9;;5,4;;4,1;;4,1
Rialma;2011;5,9;;;5,9;;4;;4
Rialma;2013;6;;;6;;4,7;;4,7
Rialma;2015;6,4;;;6,4;;4,8;;4,8
Rialma;2017;6,4;    ;    ;6,4;    ;5,4;    ;5,4
Rianápolis;2005;4;4;;4,1;;3,4;;3,4
Rianápolis;2007;4,7;3,2;;3,9;;3,3;;3,3
Rianápolis;2009;4,9;3,8;;4,6;;4,2;;4,2
Rianápolis;2011;5,2;;;5,2;;4;;4
Rianápolis;2013;6,3;;;6,3;;4,8;;4,8
Rianápolis;2015;6,3;;;6,2;;4,8;;4,8
Rianápolis;2017;6,8;    ;    ;6,8;    ;5,7;    ;5,7
Rio Quente;2005;3,7;;;3,7;;3,1;;3,3
Rio Quente;2007;4,3;;;4,3;;3,1;;3,4
Rio Quente;2009;4,6;;;4,6;;3,6;;3,8
Rio Quente;2011;5;;;5;;4,1;;4,2
Rio Quente;2013;5,2;;;5,2;;4;;4,2
Rio Quente;2015;5,6;;;5,6;;5;;4,9
Rio Quente;2017;5,4;    ;    ;5,4;4,6;5,3;    ;5,1
Rio Verde;2005;4,6;4,2;;4,6;4,1;3,6;;3,8
Rio Verde;2007;4,8;4,2;;4,7;4,1;3,7;;3,9
Rio Verde;2009;5,7;4,9;;5,7;4,6;3,9;;4,2
Rio Verde;2011;6;;;6;4,6;4,2;;4,4
Rio Verde;2013;6,8;5,3;;6,8;4,8;5;;4,9
Rio Verde;2015;6,9;;;6,9;5;5,3;;5,2
Rio Verde;2017;7,1;5,8;    ;7,1;5,5;5,5;    ;5,5
Rubiataba;2005;4,8;4,3;;4,5;4,6;3,7;;3,9
Rubiataba;2007;5;4,7;;4,8;5;3,8;;4,1
Rubiataba;2009;5,6;5,5;;5,6;5;3,9;;4,3
Rubiataba;2011;6,6;6,3;;6,5;5,1;4,9;;5
Rubiataba;2013;7,3;6,4;;6,9;5,7;5,7;;5,7
Rubiataba;2015;6,9;6,4;;6,7;5,9;5,5;;5,7
Rubiataba;2017;7,5;6,7;    ;7,2;6,2;5,8;    ;6
Sanclerlândia;2005;4,9;4,1;;4,3;;3,2;;3,2
Sanclerlândia;2007;5;3,9;;4,4;;4,3;;4,3
Sanclerlândia;2009;5,6;5,7;;5,6;;4,6;;4,6
Sanclerlândia;2011;6,7;6,1;;6,2;;5;;5
Sanclerlândia;2013;6,3;;;6,3;;5,5;;5,5
Sanclerlândia;2015;;6,1;;6;;5,6;;5,6
Sanclerlândia;2017;    ;7;    ;7;    ;5,7;    ;5,7
Santa Bárbara de Goiás;2005;4,4;3,6;;4,1;;3,2;;3,2
Santa Bárbara de Goiás;2007;4,6;3,2;;4,2;;3,5;;3,5
Santa Bárbara de Goiás;2009;5,1;5;;5,1;;3,4;;3,4
Santa Bárbara de Goiás;2011;5,3;4;;5,2;;3,9;;3,9
Santa Bárbara de Goiás;2013;6,3;;;6,3;;4,4;;4,4
Santa Bárbara de Goiás;2015;6,7;;;6,7;;4,6;;4,6
Santa Bárbara de Goiás;2017;6,9;    ;    ;6,9;    ;5;    ;5
Santa Cruz de Goiás;2005;2,8;;;3;;3,7;;3,7
Santa Cruz de Goiás;2007;4,4;4;;4,3;;3,5;;3,5
Santa Cruz de Goiás;2009;;;;;;4,1;;4,1
Santa Cruz de Goiás;2011;5,3;;;5,3;;3,9;;3,9
Santa Cruz de Goiás;2013;5,7;;;5,7;;4,7;;4,7
Santa Cruz de Goiás;2015;5,6;;;5,6;;4,6;;4,6
Santa Cruz de Goiás;2017;5,5;    ;    ;5,5;    ;5,2;    ;5,2
Santa Fé de Goiás;2005;3,8;;;3,9;;3,5;;3,5
Santa Fé de Goiás;2007;3,9;4,4;;4;;3,8;;3,8
Santa Fé de Goiás;2009;4;4,6;;4,2;;3,6;;3,6
Santa Fé de Goiás;2011;5;;;5;;3,8;;3,8
Santa Fé de Goiás;2013;5,9;;;5,9;;4,1;;4,1
Santa Fé de Goiás;2015;5,6;;;5,6;;4,1;;4,1
Santa Fé de Goiás;2017;6,7;    ;    ;6,7;    ;4,9;    ;4,9
Santa Helena de Goiás;2005;3,7;4,4;;4;;3,2;;3,2
Santa Helena de Goiás;2007;3,9;3,8;;3,9;;3,3;;3,3
Santa Helena de Goiás;2009;4,8;4,9;;4,9;;3,5;;3,5
Santa Helena de Goiás;2011;5,1;5,5;;5,2;;4;;4
Santa Helena de Goiás;2013;5,6;6,3;;5,6;;4,6;;4,6
Santa Helena de Goiás;2015;5,8;6,3;;5,9;;4,7;;4,7
Santa Helena de Goiás;2017;6,1;6;    ;6,1;    ;5,1;    ;5,1
Santa Isabel;2005;;3,9;;3,9;;;;
Santa Isabel;2007;;5,3;;5,3;;;;
Santa Isabel;2009;;5,8;;5,8;;4,2;;4,2
Santa Isabel;2011;;5,9;;6;;3,7;;3,7
Santa Isabel;2013;;7;;7;;5,8;;5,8
Santa Isabel;2015;;;;;;5,7;;5,7
Santa Isabel;2017;6,3;    ;    ;6,3;    ;6;    ;6
Santa Rita do Araguaia;2005;3,6;4,5;;4,1;;;;
Santa Rita do Araguaia;2007;3,2;4,6;;4,3;;3,5;;3,5
Santa Rita do Araguaia;2009;4,2;5;;4,6;;4,1;;4,1
Santa Rita do Araguaia;2011;5,5;;;5,5;;3,9;;3,9
Santa Rita do Araguaia;2013;5,6;;;5,6;;5;;5
Santa Rita do Araguaia;2015;5,2;;;5,2;;4,9;;4,9
Santa Rita do Araguaia;2017;6;    ;    ;6;    ;5,7;    ;5,7
Santa Rita do Novo Destino;2005;;;;;;3,2;;3,2
Santa Rita do Novo Destino;2007;;4,1;;4,1;;4,6;;4,6
Santa Rita do Novo Destino;2009;;5,1;;4,9;;4,1;;4,1
Santa Rita do Novo Destino;2011;;4,9;;5,2;;4,1;;4,1
Santa Rita do Novo Destino;2013;5,3;;;5,3;;5,3;;5,3
Santa Rita do Novo Destino;2015;;;;;;5,3;;5,3
Santa Rita do Novo Destino;2017;7;    ;    ;7;    ;5,7;    ;5,7
Santa Rosa de Goiás;2005;4,9;4,2;;4,6;;3,6;;3,6
Santa Rosa de Goiás;2007;4,1;;;4,2;;4,1;;4,1
Santa Rosa de Goiás;2009;5,4;;;5,5;;4,5;;4,5
Santa Rosa de Goiás;2011;5,4;;;5,4;;4,7;;4,7
Santa Rosa de Goiás;2013;5,8;;;5,8;;5,1;;5,1
Santa Rosa de Goiás;2015;5,8;;;5,8;;5,1;;5,1
Santa Rosa de Goiás;2017;6,9;    ;    ;6,9;    ;5,5;    ;5,5
Santa Tereza de Goiás;2005;3,8;;;3,9;;3,1;;3,2
Santa Tereza de Goiás;2007;4,2;4,2;;4,3;;3,3;;3,4
Santa Tereza de Goiás;2009;4,5;;;4,5;3,8;3,4;;3,6
Santa Tereza de Goiás;2011;4,5;;;4,5;4,1;4;;4,1
Santa Tereza de Goiás;2013;5,2;;;5,3;4,4;4,5;;4,4
Santa Tereza de Goiás;2015;5,1;;;5,1;4,8;5,2;;5
Santa Tereza de Goiás;2017;5,9;6,7;    ;6,1;    ;5,7;    ;5,5
Santa Terezinha de Goiás;2005;4;3,9;;4;;2,9;;3
Santa Terezinha de Goiás;2007;4;4,3;;4,2;4,1;3,6;;3,7
Santa Terezinha de Goiás;2009;5,2;4,7;;4,9;;3,4;;3,5
Santa Terezinha de Goiás;2011;5,9;5,1;;5,6;4,9;4;;4,2
Santa Terezinha de Goiás;2013;5,5;;;5,5;6,1;4,5;;4,8
Santa Terezinha de Goiás;2015;5,5;;;5,5;5,6;4,6;;5
Santa Terezinha de Goiás;2017;5,9;    ;    ;5,9;5,6;5,1;    ;5,4
Santo Antônio da Barra;2005;3,5;;;3,5;;3,5;;3,5
Santo Antônio da Barra;2007;3,8;;;3,8;;3,9;;3,9
Santo Antônio da Barra;2009;4;;;4;;3;;3
Santo Antônio da Barra;2011;5,1;;;5,1;;3,5;;3,5
Santo Antônio da Barra;2013;5,7;;;5,7;;4,7;;4,7
Santo Antônio da Barra;2015;5,6;;;5,6;;4,8;;4,8
Santo Antônio da Barra;2017;6,4;    ;    ;6,4;    ;5,1;    ;5,1
Santo Antônio de Goiás;2005;3,6;3,6;;3,6;;3,6;;3,6
Santo Antônio de Goiás;2007;4,3;4,1;;4,2;;3,4;;3,4
Santo Antônio de Goiás;2009;4,7;4,6;;4,6;;3,7;;3,7
Santo Antônio de Goiás;2011;5,4;5;;5,2;;4,3;;4,3
Santo Antônio de Goiás;2013;;;;;;4,4;;4,4
Santo Antônio de Goiás;2015;5,4;;;5,4;;3,9;;3,9
Santo Antônio de Goiás;2017;6,3;    ;    ;6,3;    ;5,2;    ;5,2
Santo Antônio do Descoberto;2005;3,2;;;3,2;;3,4;;3,3
Santo Antônio do Descoberto;2007;3,4;;;3,4;3,6;3,3;;3,4
Santo Antônio do Descoberto;2009;3,9;;;3,9;3,6;2,9;;3,3
Santo Antônio do Descoberto;2011;3,9;;;3,9;3,9;3,7;;3,8
Santo Antônio do Descoberto;2013;4,3;;;4,3;3,6;3,7;;3,6
Santo Antônio do Descoberto;2015;4,4;;;4,4;3,7;3,7;;3,7
Santo Antônio do Descoberto;2017;4,6;    ;    ;4,6;4,1;4,3;    ;4,2
São Domingos;2005;2,8;3,2;;3,3;;3;;3,1
São Domingos;2007;3,1;3,7;;3,5;2,7;3,4;;3,3
São Domingos;2009;3,2;4,3;;4;;3,9;;3,9
São Domingos;2011;;5,2;;5,3;;4,1;;4,3
São Domingos;2013;5,2;5,3;;5,2;3,3;5;;4,5
São Domingos;2015;5,1;4,9;;5;4,1;4,9;;4,8
São Domingos;2017;5,3;5,9;    ;5,4;4,7;5,6;    ;5,3
São Francisco de Goiás;2005;3,8;;;3,8;;3,6;;3,6
São Francisco de Goiás;2007;4,7;;;4,7;;3,8;;3,8
São Francisco de Goiás;2009;4,8;;;4,8;;3,8;;3,8
São Francisco de Goiás;2011;4,9;;;4,9;;4,6;;4,6
São Francisco de Goiás;2013;6,3;;;6,3;;5;;5
São Francisco de Goiás;2015;7,1;;;7,1;;5,8;;5,8
São Francisco de Goiás;2017;7;    ;    ;7;    ;6;    ;6
São João d'Aliança;2005;3,8;4,2;;3,9;;3,4;;3,3
São João d'Aliança;2007;3,4;4,4;;3,6;;3,7;;3,7
