Localidade;Ano;Cursos Presenciais Federal;na Educação de Jovens a Adultos Estadual;Educação de Jovens a Adultos Federal;Cursos Presenciais Estadual;Educação de Jovens a Adultos Municipal;Cursos Presenciais Municipal;Cursos Presenciais Particular;Educação de Jovens a Adultos Particular;Cursos Presenciais Comunitária/Confessional/Filantrópica;Educação profissional Estadual;Educação profissional Federal;Educação profissional Municipal;Educação profissional Particular;Ensino Médio Estadual;Ensino Médio Federal;Ensino Médio Municipal;Ensino Médio Particular
Porangatu;2010;;241; ;941;366;;254; ;;72; ; ;145;1856; ; ;295
Porangatu;2011;;235;;940;377;;309;;;87;;;151;1766;;;346
Porangatu;2012;;214;;900;364;;335;;;64;;;;1671;;;379
Porangatu;2013;;205;;902;297;;251;;;57;;;151;1549;;;426
Porangatu;2014;;210;;;188;;;;;107;;;231;1485;;;433
Porangatu;2015;;221;;;137;;;;;84;;;204;1369;;;369
Porangatu;2016;;228;;;133;;;;;116;;;158;1386;;;302
Porangatu;2017;;220;;;173;;;;;122;;;126;1225;;;257
Porangatu;2018;;279;0;;238;;;0;;250;0;0;77;1280;0;0;264
Porteirão;2002;;;;;;;;;;;;;;129;;;
Porteirão;2003;;;;;;;;;;;;;;116;;;
Porteirão;2004;;;;;15;;;;;;;;;127;;;
Porteirão;2005;;;;;;;;;;;;;;130;;;
Porteirão;2006;;;;;;;;;;;;;;113;;;
Porteirão;2007;;;;;;;;;;;;;;103;;;
Porteirão;2008;;;;;;;;;;;;;;73;;;
Porteirão;2009;;;;;;;;;;;;;;108;;;
Porteirão;2010;; ; ;; ;;; ;; ; ; ; ;105; ; ; 
Porteirão;2011;;;;;;;;;;;;;;146;;;
Porteirão;2012;;;;;;;;;;;;;;101;;;
Porteirão;2013;;;;;;;;;;;;;;97;;;
Porteirão;2014;;;;;;;;;;;;;;120;;;
Porteirão;2015;;;;;;;;;;;;;;116;;;
Porteirão;2016;;;;;;;;;;;;;;119;;;
Porteirão;2017;;26;;;;;;;;;;;;92;;;
Porteirão;2018;;26;0;;0;;;0;;0;0;0;0;128;0;0;0
Portelândia;2002;;;;;40;;;;;;;;;113;;;
Portelândia;2003;;;;;35;;;;;;;;;115;;;
Portelândia;2004;;;;;25;;;;;;;;;101;;;
Portelândia;2005;;;;;24;;;;;;;;;133;;;
Portelândia;2006;;;;;44;;;;;;;;;170;;;
Portelândia;2007;;;;;57;;;;;;;;;176;;;
Portelândia;2008;;;;;92;;;;;;;;;135;;;
Portelândia;2009;;;;;59;;;;;;;;;153;;;
Portelândia;2010;; ; ;;25;;; ;; ; ; ; ;151; ; ; 
Portelândia;2011;;;;;;;;;;;;;;120;;;
Portelândia;2012;;;;;;;;;;;;;;141;;;
Portelândia;2013;;;;;;;;;;;;;;144;;;
Portelândia;2014;;;;;;;;;;;;;;182;;;
Portelândia;2015;;;;;;;;;;;;;;169;;;
Portelândia;2016;;23;;;;;;;;;;;;157;;;
Portelândia;2017;;36;;;36;;;;;;;;;128;;;
Portelândia;2018;;40;0;;23;;;0;;0;0;0;0;122;0;0;0
Posse;2002;;669;;768;;;;110;;;;;;1451;;72;
Posse;2003;;1083;;986;171;;;54;;;;;;1188;;90;
Posse;2004;;1281;;947;125;;;63;;;;;;993;;65;52
Posse;2005;;868;;907;144;;;51;;;;;;1108;;76;66
Posse;2006;;708;;434;124;;;;;;;;;1163;;81;76
Posse;2007;;575;;570;67;;;;;;;;;1160;;78;85
Posse;2008;;335;;582;;;;;;;;;;1158;;89;103
Posse;2009;;208;;449;;;;;;;;;;1194;;97;95
Posse;2010;;229; ;478; ;;; ;; ; ; ; ;1187; ;113;100
Posse;2011;;247;;606;;;;;;;;;;1194;;93;94
Posse;2012;;210;;622;;;;;;;;;;1178;;135;89
Posse;2013;;186;;479;;;;;;;;;;1197;;173;57
Posse;2014;;196;;;;;;;;;;;;1178;;192;47
Posse;2015;;205;;;;;;;;;142;;;1229;;212;56
Posse;2016;;229;;;;;;;;;157;;;1181;37;229;54
Posse;2017;;299;;;;;;;;;146;;;1016;61;237;59
Posse;2018;;359;0;;0;;;0;;0;275;0;0;1115;90;218;68
Professor Jamil;2002;;;;;45;;;;;;;;;236;;;
Professor Jamil;2003;;;;;30;;;;;;;;;282;;;
Professor Jamil;2004;;103;;;31;;;;;;;;;208;;;
Professor Jamil;2005;;134;;;20;;;;;;;;;190;;;
Professor Jamil;2006;;117;;;22;;;;;;;;;178;;;
Professor Jamil;2007;;39;;;16;;;;;;;;;151;;;
Professor Jamil;2008;;32;;;23;;;;;;;;;163;;;
Professor Jamil;2009;;41;;;22;;;;;;;;;158;;;
Professor Jamil;2010;;36; ;;16;;; ;; ; ; ; ;162; ; ; 
Professor Jamil;2011;;46;;;13;;;;;;;;;179;;;
Professor Jamil;2012;;45;;;17;;;;;;;;;158;;;
Professor Jamil;2013;;52;;;16;;;;;;;;;151;;;
Professor Jamil;2014;;47;;;16;;;;;;;;;150;;;
Professor Jamil;2015;;45;;;16;;;;;;;;;165;;;
Professor Jamil;2016;;59;;;37;;;;;;;;;156;;;
Professor Jamil;2017;;32;;;39;;;;;;;;;111;;;
Professor Jamil;2018;;29;0;;38;;;0;;0;0;0;0;121;0;0;0
Quirinópolis;2002;;1388;;1218;103;;;;;;;;;1775;;;217
Quirinópolis;2003;;996;;1369;131;;;;;;;;;1723;;;196
Quirinópolis;2004;;894;;1275;157;;;;;;;;176;1679;;;194
Quirinópolis;2005;;770;;1147;156;;133;;;;;;68;1481;;;175
Quirinópolis;2006;;739;;1233;164;;151;;;;;;92;1608;;;169
Quirinópolis;2007;;636;;1118;189;;349;;;;;;64;1601;;;149
Quirinópolis;2008;;446;;1108;123;;546;;;;;;248;1482;;;176
Quirinópolis;2009;;321;;933;120;;617;;;;;;173;1454;;;383
Quirinópolis;2010;;401; ;903;107;;755; ;; ; ; ;275;1655; ; ;222
Quirinópolis;2011;;349;;847;97;;880;;;;;;296;1461;;;234
Quirinópolis;2012;;240;;797;125;;926;;;;;;;1366;;;295
Quirinópolis;2013;;220;;698;150;;977;;;;;;148;1360;;;320
Quirinópolis;2014;;190;;;231;;;10;;;;;691;1235;;;244
Quirinópolis;2015;;208;;;257;;;;;;;;858;1185;;;219
Quirinópolis;2016;;228;;;215;;;;;20;;;288;1203;;;165
Quirinópolis;2017;;236;;;307;;;;;;;;314;1265;;;187
Quirinópolis;2018;;311;0;;253;;;0;;0;0;0;348;1296;0;0;178
Rialma;2002;113;459;;;;;;;;;;;;290;;;
Rialma;2003;106;360;;;;;;;;;;;;299;;;
Rialma;2004;98;357;;;;;;;;;;;;305;;;
Rialma;2005;97;303;;;;;;;;;;;;332;;;
Rialma;2006;67;229;;;33;;;;;;;;;378;;;
Rialma;2007;47;129;;;31;;;;;;;;;359;;;
Rialma;2008;23;114;;;;;;;;;;;;364;;;
Rialma;2009;;135;;;;;;;;;;;;359;;;
Rialma;2010;;98; ;; ;;; ;; ; ; ; ;353; ; ; 
Rialma;2011;;96;;;;;;;;;;;;348;;;
Rialma;2012;;54;;;;;;;;;;;;348;;;
Rialma;2013;;50;;;;;;;;;;;;334;;;
Rialma;2014;;44;;;;;;;;;;;;290;;;
Rialma;2015;;63;;;;;;;;;;;;297;;;
Rialma;2016;;90;;;;;;;;;;;;258;;;
Rialma;2017;;118;;;;;;;;;;;;399;;;
Rialma;2018;;305;0;;0;;;0;;115;0;0;0;420;0;0;0
Rianápolis;2002;;;;;;;;;;;;;;192;;;
Rianápolis;2003;;;;;;;;;;;;;;226;;;
Rianápolis;2004;;;;;;;;;;;;;;202;;;
Rianápolis;2005;;33;;;;;;;;;;;;205;;;
Rianápolis;2006;;26;;;;;;;;;;;;204;;;
Rianápolis;2007;;6;;;;;;;;;;;;190;;;
Rianápolis;2008;;16;;;;;;;;;;;;190;;;
Rianápolis;2009;;;;;;;;;;;;;;177;;;
Rianápolis;2010;; ; ;; ;;; ;; ; ; ; ;222; ; ; 
Rianápolis;2011;;;;;;;;;;;;;;215;;;
Rianápolis;2012;;;;;;;;;;;;;;230;;;
Rianápolis;2013;;;;;12;;;;;;;;;207;;;
Rianápolis;2014;;;;;10;;;;;;;;;209;;;
Rianápolis;2015;;;;;6;;;;;;;;;217;;;
Rianápolis;2016;;;;;;;;;;;;;;182;;;
Rianápolis;2017;;18;;;;;;;;;;;;160;;;
Rianápolis;2018;;26;0;;0;;;0;;0;0;0;0;165;0;0;0
Rio Quente;2002;;;;;316;;;;;;;;;;;73;
Rio Quente;2003;;187;;;31;;;;;;;;;101;;;
Rio Quente;2004;;;;;205;;;;;;;;;118;;;
Rio Quente;2005;;;;;182;;;;;;;;;128;;;
Rio Quente;2006;;;;;160;;;;;;;;;117;;;
Rio Quente;2007;;;;;100;;;;;;;;;115;;;
Rio Quente;2008;;;;;74;;;;;;;;;114;;;
Rio Quente;2009;;;;;53;;;;;;;;;126;;;
Rio Quente;2010;; ; ;;74;;; ;; ; ; ; ;129; ; ; 
Rio Quente;2011;;;;;63;;;;;;;;;116;;;
Rio Quente;2012;;;;;55;;;;;;;;;98;;;
Rio Quente;2013;;;;;79;;;;;;;;;110;;;
Rio Quente;2014;;;;;54;;;;;;;;;134;;5;
Rio Quente;2015;;;;;54;;;;;;;;;139;;24;
Rio Quente;2016;;;;;34;;;;;;;;;114;;66;
Rio Quente;2017;;;;;39;;;;;;;;;97;;59;
Rio Quente;2018;;0;0;;34;;;0;;0;0;0;0;128;0;51;0
Rio Verde;2002;;1601;;;3236;;3933;618;;;;;;4523;51;;822
Rio Verde;2003;37;1425;;;1953;;5112;549;;;;;;4175;;;838
Rio Verde;2004;71;1548;;;1392;;1454;615;4839;;898;;188;5020;;;812
Rio Verde;2005;75;1529;;;2038;;2175;565;5664;;1041;;246;4852;;;811
Rio Verde;2006;149;1343;;;1507;;2041;320;4896;;996;;189;5763;;;885
Rio Verde;2007;260;934;35;;1220;4685;2349;40;;;1475;;145;6172;;;934
Rio Verde;2008;497;1030;136;;1012;4674;2654;159;;;1369;;484;6263;;;940
Rio Verde;2009;678;1008;136;;1257;5290;1986;135;;;795;;471;6092;;;925
Rio Verde;2010;874;822;98;;1286;4919;2077;840;; ;810; ;663;6272; ; ;978
Rio Verde;2011;1091;673;86;;1338;5062;2222;1229;;;826;;816;6097;;;1014
Rio Verde;2012;1193;583;119;;1234;5388;2446;728;;;818;;;6053;;;1091
Rio Verde;2013;1253;454;158;;1045;5612;2380;237;;;904;;1082;6153;;;1074
Rio Verde;2014;;493;134;;951;;;169;;;881;;1316;6067;;;1470
Rio Verde;2015;;483;99;;958;;;214;;;2361;;1349;6424;;;1083
Rio Verde;2016;;527;152;;889;;;29;;48;2477;;1202;6164;;;1104
Rio Verde;2017;;1107;126;;925;;;230;;;883;;1119;5238;;;980
Rio Verde;2018;;1354;66;;933;;;180;;37;856;0;1045;5336;0;0;1065
Rubiataba;2002;;537;;;249;;449;9;;;;;;1008;;;
Rubiataba;2003;;595;;;178;;673;;;;;;;961;;;15
Rubiataba;2004;;577;;;90;;776;;;;;;;1008;;;44
Rubiataba;2005;;376;;;122;;812;;;;;;;970;;;53
Rubiataba;2006;;467;;;123;;836;;;;;;;881;;;59
Rubiataba;2007;;279;;;149;;906;;;;;;;817;;;67
Rubiataba;2008;;160;;;141;;708;;;;;;;852;;;61
Rubiataba;2009;;176;;;108;;531;;;;;;;911;;;53
Rubiataba;2010;;124; ;;125;;484; ;; ; ; ; ;961; ; ;47
Rubiataba;2011;;80;;;122;;510;;;;;;;828;;;50
Rubiataba;2012;;89;;;73;;528;;;;;;;749;;;62
Rubiataba;2013;;96;;;53;;568;;;;;;;794;;;52
Rubiataba;2014;;83;;;46;;;;;;;;;742;;;
Rubiataba;2015;;95;;;29;;;;;;;;;729;;;
Rubiataba;2016;;133;;;41;;;;;;;;;726;;;
Rubiataba;2017;;165;;;;;;;;;;;;666;;;
Rubiataba;2018;;181;0;;0;;;0;;34;0;0;0;723;0;0;0
Sanclerlândia;2002;;46;;162;;;;;;;;;;432;;;
Sanclerlândia;2003;;;;207;;;;;;;;;;408;;;
Sanclerlândia;2004;;;;263;;;;;;;;;;421;;;
Sanclerlândia;2005;;;;345;;;;;;;;;;395;;;
Sanclerlândia;2006;;30;;277;;;;;;;;;;417;;;
Sanclerlândia;2007;;25;;262;;;;;;;;;;391;;;
Sanclerlândia;2008;;13;;246;;;;;;;;;;337;;;
Sanclerlândia;2009;;31;;233;;;;;;;;;;336;;;
Sanclerlândia;2010;;40; ;221; ;;; ;; ; ; ; ;371; ; ; 
Sanclerlândia;2011;;86;;263;;;;;;;;;;354;;;
Sanclerlândia;2012;;47;;247;;;;;;;;;;330;;;
Sanclerlândia;2013;;56;;262;;;;;;;;;;295;;;
Sanclerlândia;2014;;62;;;;;;;;;;;;300;;;
Sanclerlândia;2015;;45;;;;;;;;;;;;259;;;
Sanclerlândia;2016;;67;;;;;;;;;;;;236;;;
Sanclerlândia;2017;;105;;;;;;;;;;;;210;;;
Sanclerlândia;2018;;90;0;;0;;;0;;0;0;0;0;224;0;0;0
Santa Bárbara de Goiás;2002;;;;;15;;;;;;;;;181;;;
Santa Bárbara de Goiás;2003;;;;;;;;;;;;;;219;;;
Santa Bárbara de Goiás;2004;;;;;;;;;;;;;;267;;;
Santa Bárbara de Goiás;2005;;;;;;;;;;;;;;259;;;
Santa Bárbara de Goiás;2006;;;;;;;;;;;;;;310;;;
Santa Bárbara de Goiás;2007;;;;;;;;;;;;;;266;;;
Santa Bárbara de Goiás;2008;;;;;61;;;;;;;;;253;;;
Santa Bárbara de Goiás;2009;;;;;51;;;;;;;;;282;;;
Santa Bárbara de Goiás;2010;; ; ;;106;;; ;; ; ; ; ;256; ; ; 
Santa Bárbara de Goiás;2011;;;;;68;;;;;;;;;253;;;
Santa Bárbara de Goiás;2012;;;;;65;;;;;;;;;259;;;
Santa Bárbara de Goiás;2013;;29;;;60;;;;;;;;;272;;;
Santa Bárbara de Goiás;2014;;21;;;30;;;;;;;;;284;;;
Santa Bárbara de Goiás;2015;;16;;;16;;;;;;;;;277;;;
Santa Bárbara de Goiás;2016;;28;;;48;;;;;;;;;249;;;
Santa Bárbara de Goiás;2017;;27;;;58;;;;;;;;;194;;;
Santa Bárbara de Goiás;2018;;17;0;;77;;;0;;0;0;0;0;175;0;0;0
Santa Cruz de Goiás;2002;;;;;;;;;;;;;;111;;;
Santa Cruz de Goiás;2003;;;;;17;;;;;;;;;114;;;
Santa Cruz de Goiás;2004;;;;;12;;;;;;;;;125;;;
Santa Cruz de Goiás;2005;;;;;13;;;;;;;;;113;;;
Santa Cruz de Goiás;2006;;45;;;8;;;;;;;;;123;;;
Santa Cruz de Goiás;2007;;39;;;;;;;;;;;;134;;;
Santa Cruz de Goiás;2008;;10;;;;;;;;;;;;113;;;
Santa Cruz de Goiás;2009;;20;;;;;;;;;;;;110;;;
Santa Cruz de Goiás;2010;;26; ;; ;;; ;; ; ; ; ;96; ; ; 
Santa Cruz de Goiás;2011;;14;;;9;;;;;;;;;88;;;
Santa Cruz de Goiás;2012;;;;;3;;;;;;;;;94;;;
Santa Cruz de Goiás;2013;;9;;;;;;;;;;;;91;;;
Santa Cruz de Goiás;2014;;2;;;;;;;;;;;;81;;;
Santa Cruz de Goiás;2015;;;;;;;;;;;;;;79;;;
Santa Cruz de Goiás;2016;;;;;;;;;;;;;;77;;;
Santa Cruz de Goiás;2017;;14;;;;;;;;;;;;77;;;
Santa Cruz de Goiás;2018;;15;0;;0;;;0;;0;0;0;0;76;0;0;0
Santa Fé de Goiás;2002;;;;;37;;;;;;;;;215;;;
Santa Fé de Goiás;2003;;;;;36;;;;;;;;;222;;;
Santa Fé de Goiás;2004;;;;;8;;;;;;;;;208;;;
Santa Fé de Goiás;2005;;;;;27;;;;;;;;;235;;;
Santa Fé de Goiás;2006;;;;;17;;;;;;;;;266;;;
Santa Fé de Goiás;2007;;;;;16;;;;;;;;;272;;;
Santa Fé de Goiás;2008;;;;;18;;;;;;;;;282;;;
Santa Fé de Goiás;2009;;;;;27;;;;;;;;;312;;;
Santa Fé de Goiás;2010;; ; ;;27;;; ;; ; ; ; ;275; ; ; 
Santa Fé de Goiás;2011;;;;;15;;;;;;;;;230;;;
Santa Fé de Goiás;2012;;;;;;;;;;;;;;204;;;
Santa Fé de Goiás;2013;;;;;;;;;;;;;;186;;;
Santa Fé de Goiás;2014;;;;;;;;;;;;;;210;;;
Santa Fé de Goiás;2015;;;;;;;;;;;;;;209;;;
Santa Fé de Goiás;2016;;;;;;;;;;;;;;192;;;
Santa Fé de Goiás;2017;;30;;;;;;;;;;;;169;;;
Santa Fé de Goiás;2018;;17;0;;0;;;0;;0;0;0;0;171;0;0;0
Santa Helena de Goiás;2002;;1087;;748;;;;329;;;;;;1476;;;
Santa Helena de Goiás;2003;;1053;;750;;;;152;;;;;;1461;;;8
Santa Helena de Goiás;2004;;895;;874;;;;110;;;;;;1261;;;194
Santa Helena de Goiás;2005;;857;;582;;;;56;;;;;;1254;;;204
Santa Helena de Goiás;2006;;841;;545;;;;;;;;;;1305;;;238
Santa Helena de Goiás;2007;;540;;658;;;;;;;;;;1425;;;226
Santa Helena de Goiás;2008;;581;;614;;;;;;;;;;1335;;;254
Santa Helena de Goiás;2009;;622;;477;;;;;;;;;;1168;;;231
Santa Helena de Goiás;2010;;603; ;515; ;;; ;; ; ; ; ;1255; ; ;240
Santa Helena de Goiás;2011;;433;;498;;;;;;;;;;1135;;;232
Santa Helena de Goiás;2012;;311;;457;;;;;;;;;;1144;;;248
Santa Helena de Goiás;2013;;292;;385;;;;;;;;;;1120;;;258
Santa Helena de Goiás;2014;;379;;;;;;;;;;;;1117;;;265
Santa Helena de Goiás;2015;;269;;;;;;;;;;;;1123;;;229
Santa Helena de Goiás;2016;;375;;;;;;;;;;;;1124;;;209
Santa Helena de Goiás;2017;;371;;;;;;;;;;;;1052;;;213
Santa Helena de Goiás;2018;;532;0;;0;;;0;;0;0;0;0;876;0;0;251
Santa Isabel;2002;;;;;;;;;;;;;;140;;;
Santa Isabel;2003;;;;;42;;;;;;;;;153;;;
Santa Isabel;2004;;;;;17;;;;;;;;;170;;;
Santa Isabel;2005;;;;;32;;;;;;;;;163;;;
Santa Isabel;2006;;;;;29;;;;;;;;;156;;;
Santa Isabel;2007;;;;;19;;;;;;;;;150;;;
Santa Isabel;2008;;;;;24;;;;;;;;;154;;;
Santa Isabel;2009;;;;;9;;;;;;;;;158;;;
Santa Isabel;2010;; ; ;;10;;; ;; ; ; ; ;117; ; ; 
Santa Isabel;2011;;;;;6;;;;;;;;;111;;;
Santa Isabel;2012;;;;;5;;;;;;;;;107;;;
Santa Isabel;2013;;;;;;;;;;;;;;108;;;
Santa Isabel;2014;;;;;;;;;;;;;;97;;;
Santa Isabel;2015;;8;;;;;;;;;;;;118;;;
Santa Isabel;2016;;8;;;;;;;;;;;;98;;;
Santa Isabel;2017;;25;;;;;;;;;;;;86;;;
Santa Isabel;2018;;28;0;;0;;;0;;0;0;0;0;74;0;0;0
Santa Rita do Araguaia;2002;;93;;;90;;;;;;;;;284;;;
Santa Rita do Araguaia;2003;;112;;;59;;;;;;;;;240;;;
Santa Rita do Araguaia;2004;;124;;;52;;;;;;;;;327;;;
Santa Rita do Araguaia;2005;;128;;;46;;;;;;;;;351;;;
Santa Rita do Araguaia;2006;;149;;;47;;;;;;;;;357;;;
Santa Rita do Araguaia;2007;;133;;;35;;;;;;;;;396;;;
Santa Rita do Araguaia;2008;;132;;;23;;;;;;;;;353;;;
Santa Rita do Araguaia;2009;;58;;;23;;;;;;;;;291;;;
Santa Rita do Araguaia;2010;;90; ;;28;;; ;; ; ; ; ;301; ; ; 
Santa Rita do Araguaia;2011;;30;;;23;;;;;;;;;292;;;
Santa Rita do Araguaia;2012;;53;;;33;;;;;;;;;293;;;
Santa Rita do Araguaia;2013;;34;;;22;;;;;;;;;279;;;
Santa Rita do Araguaia;2014;;12;;;15;;;;;;;;;303;;;
Santa Rita do Araguaia;2015;;10;;;14;;;;;;;;;253;;;
Santa Rita do Araguaia;2016;;15;;;7;;;;;;;;;243;;;
Santa Rita do Araguaia;2017;;44;;;12;;;;;;;;;270;;;
Santa Rita do Araguaia;2018;;76;0;;10;;;0;;0;0;0;0;372;0;0;0
Santa Rita do Novo Destino;2002;;;;;89;;;;;;;;;127;;;
Santa Rita do Novo Destino;2003;;;;;50;;;;;;;;;105;;;
Santa Rita do Novo Destino;2004;;;;;60;;;;;;;;;136;;;
Santa Rita do Novo Destino;2005;;;;;47;;;;;;;;;133;;;
Santa Rita do Novo Destino;2006;;;;;40;;;;;;;;;155;;;
Santa Rita do Novo Destino;2007;;;;;18;;;;;;;;;120;;;
Santa Rita do Novo Destino;2008;;;;;13;;;;;;;;;128;;;
Santa Rita do Novo Destino;2009;;;;;28;;;;;;;;;121;;;
Santa Rita do Novo Destino;2010;; ; ;;13;;; ;; ; ; ; ;125; ; ; 
Santa Rita do Novo Destino;2011;;;;;;;;;;;;;;118;;;
Santa Rita do Novo Destino;2012;;;;;;;;;;;;;;124;;;
Santa Rita do Novo Destino;2013;;;;;;;;;;;;;;93;;;
Santa Rita do Novo Destino;2014;;;;;;;;;;;;;;125;;;
Santa Rita do Novo Destino;2015;;;;;;;;;;;;;;127;;;
Santa Rita do Novo Destino;2016;;;;;;;;;;;;;;121;;;
Santa Rita do Novo Destino;2017;;36;;;;;;;;;;;;54;;;
Santa Rita do Novo Destino;2018;;32;0;;0;;;0;;0;0;0;0;66;0;0;0
Santa Rosa de Goiás;2002;;;;;81;;;;;;;;;180;;;
Santa Rosa de Goiás;2003;;;;;72;;;;;;;;;171;;;
Santa Rosa de Goiás;2004;;;;;82;;;;;;;;;216;;;
Santa Rosa de Goiás;2005;;;;;55;;;;;;;;;220;;;
Santa Rosa de Goiás;2006;;;;;;;;;;;;;;187;;;
Santa Rosa de Goiás;2007;;;;;;;;;;;;;;189;;;
Santa Rosa de Goiás;2008;;;;;;;;;;;;;;167;;;
Santa Rosa de Goiás;2009;;;;;;;;;;;;;;153;;;
Santa Rosa de Goiás;2010;; ; ;; ;;; ;; ; ; ; ;157; ; ; 
Santa Rosa de Goiás;2011;;;;;;;;;;;;;;131;;;
Santa Rosa de Goiás;2012;;;;;;;;;;;;;;121;;;
Santa Rosa de Goiás;2013;;;;;;;;;;;;;;109;;;
Santa Rosa de Goiás;2014;;;;;;;;;;;;;;110;;;
Santa Rosa de Goiás;2015;;;;;;;;;;;;;;98;;;
Santa Rosa de Goiás;2016;;;;;;;;;;;;;;92;;;
Santa Rosa de Goiás;2017;;;;;;;;;;;;;;99;;;
Santa Rosa de Goiás;2018;;0;0;;0;;;0;;0;0;0;0;102;0;0;0
Santa Tereza de Goiás;2002;;168;;;;;;;;;;;;191;;;
Santa Tereza de Goiás;2003;;125;;;68;;;;;;;;;160;;;
Santa Tereza de Goiás;2004;;107;;;;;;;;;;;;172;;;
Santa Tereza de Goiás;2005;;108;;;29;;;;;;;;;170;;;
Santa Tereza de Goiás;2006;;103;;;29;;;;;;;;;167;;;
Santa Tereza de Goiás;2007;;40;;;48;;;;;;;;;143;;;
Santa Tereza de Goiás;2008;;22;;;35;;;;;;;;;151;;;
Santa Tereza de Goiás;2009;;8;;;39;;;;;;;;;153;;;
Santa Tereza de Goiás;2010;; ; ;;15;;; ;; ; ; ; ;184; ; ; 
Santa Tereza de Goiás;2011;;;;;15;;;;;;;;;178;;;
Santa Tereza de Goiás;2012;;;;;17;;;;;;;;;163;;;
Santa Tereza de Goiás;2013;;;;;30;;;;;;;;;145;;;
Santa Tereza de Goiás;2014;;;;;;;;;;;;;;134;;;
Santa Tereza de Goiás;2015;;;;;;;;;;;;;;134;;;
Santa Tereza de Goiás;2016;;;;;;;;;;;;;;136;;;
Santa Tereza de Goiás;2017;;8;;;;;;;;;;;;139;;;
Santa Tereza de Goiás;2018;;23;0;;0;;;0;;0;0;0;0;126;0;0;0
Santa Terezinha de Goiás;2002;;;;132;150;;;111;;;;;;710;;;17
Santa Terezinha de Goiás;2003;;;;132;170;;;192;;;;;;611;;;14
Santa Terezinha de Goiás;2004;;75;;49;195;;;114;;;;;;670;;;6
Santa Terezinha de Goiás;2005;;97;;;166;;;52;;;;;;621;;;16
Santa Terezinha de Goiás;2006;;90;;;153;;;;;;;;;599;;;7
Santa Terezinha de Goiás;2007;;80;;;;;;;;;;;;579;;;
Santa Terezinha de Goiás;2008;;118;;;;;;;;;;;;442;;;15
Santa Terezinha de Goiás;2009;;99;;;;;;;;;;;;549;;;27
Santa Terezinha de Goiás;2010;;84; ;; ;;; ;; ; ; ; ;522; ; ;12
Santa Terezinha de Goiás;2011;;85;;;;;;;;;;;;433;;;19
Santa Terezinha de Goiás;2012;;85;;;;;;;;;;;;413;;;20
Santa Terezinha de Goiás;2013;;55;;;;;;;;;;;29;447;;;10
Santa Terezinha de Goiás;2014;;51;;;;;;;;;;;;417;;;
Santa Terezinha de Goiás;2015;;83;;;;;;;;17;;;;379;;;
Santa Terezinha de Goiás;2016;;117;;;;;;;;13;;;;325;;;
Santa Terezinha de Goiás;2017;;101;;;;;;;;;;;;309;;;
Santa Terezinha de Goiás;2018;;92;0;;0;;;0;;0;0;0;0;316;0;0;0
Santo Antônio da Barra;2002;;;;;;;;;;;;;;196;;;
Santo Antônio da Barra;2003;;;;;122;;;;;;;;;176;;;
Santo Antônio da Barra;2004;;;;;87;;;;;;;;;210;;;
Santo Antônio da Barra;2005;;;;;85;;;;;;;;;247;;;
Santo Antônio da Barra;2006;;;;;34;;;;;;;;;261;;;
Santo Antônio da Barra;2007;;;;;24;;;;;;;;;264;;;
Santo Antônio da Barra;2008;;;;;;;;;;;;;;230;;;
Santo Antônio da Barra;2009;;;;;;;;;;;;;;239;;;
Santo Antônio da Barra;2010;; ; ;; ;;; ;; ; ; ; ;228; ; ; 
Santo Antônio da Barra;2011;;;;;2;;;;;;;;;204;;;
Santo Antônio da Barra;2012;;;;;;;;;;;;;;192;;;
Santo Antônio da Barra;2013;;;;;;;;;;;;;;183;;;
Santo Antônio da Barra;2014;;;;;;;;;;;;;;165;;;
Santo Antônio da Barra;2015;;;;;;;;;;;;;;206;;;
Santo Antônio da Barra;2016;;;;;;;;;;;;;;198;;;
Santo Antônio da Barra;2017;;10;;;;;;;;;;;;168;;;
Santo Antônio da Barra;2018;;15;0;;0;;;0;;0;0;0;0;195;0;0;0
Santo Antônio de Goiás;2002;;;;;183;;;;;;;;;192;;;
Santo Antônio de Goiás;2003;;;;;170;;;;;;;;;204;;;
Santo Antônio de Goiás;2004;;;;;166;;;;;;;;;224;;;
Santo Antônio de Goiás;2005;;;;;78;;;;;;;;;222;;;
Santo Antônio de Goiás;2006;;;;;74;;;;;;;;;176;;;
Santo Antônio de Goiás;2007;;;;;58;;;;;;;;;191;;;
Santo Antônio de Goiás;2008;;;;;78;;;;;;;;;187;;;
Santo Antônio de Goiás;2009;;;;;97;;;;;;;;;166;;;
Santo Antônio de Goiás;2010;; ; ;;96;;; ;; ; ; ; ;197; ; ; 
Santo Antônio de Goiás;2011;;;;;115;;;;;;;;;203;;;
Santo Antônio de Goiás;2012;;;;;157;;;;;;;;;208;;;
Santo Antônio de Goiás;2013;;;;;123;;;;;;;;;222;;;
Santo Antônio de Goiás;2014;;;;;163;;;;;;;;;231;;;
Santo Antônio de Goiás;2015;;;;;161;;;;;;;;;224;;;
Santo Antônio de Goiás;2016;;;;;77;;;;;;;;;220;;;
Santo Antônio de Goiás;2017;;30;;;93;;;;;;;;;171;;;
Santo Antônio de Goiás;2018;;25;0;;0;;;0;;0;0;0;0;226;0;0;0
Santo Antônio do Descoberto;2002;;;;645;2106;;;;;;;;;2903;;;38
Santo Antônio do Descoberto;2003;;;;610;1849;;;59;;;;;;2956;;;31
