Localidade;Ano;Rendimento Médio;Indústria de Transformação;Indústria de Extração de Minerais;Serviços Industriais de Utilidade Pública;Construção Civil;Comércio;Serviços;Administração Pública Direta e Indireta;Agricultura, Silvicultura, Criação de Animais, Extração Vegetal e Pesca;Atividade não especificada ou classificada
Santa Helena de Goiás;2017;1938,21;2258,84;1961,98;1525;2114,8;1654,69;1466,81;2198,33;2294,49;
Santa Helena de Goiás;2018;2065,96;2738,37;2400,94;0;2074,95;1657,4;1730,01;2368,59;2277,78;
Santa Isabel;1999;228,27;;;;;;;;;
Santa Isabel;2000;261,13;;;;;;;;;
Santa Isabel;2001;301,93;;;;;;;;;
Santa Isabel;2002;338,65;;;;;;;;;
Santa Isabel;2003;379,91;;;;;;;;;
Santa Isabel;2004;389,41;;;;;;;;;
Santa Isabel;2005;507,64;;;;;;;;;
Santa Isabel;2006;546,42;;;;;;;;;
Santa Isabel;2007;582,66;;;;;;;;;
Santa Isabel;2008;638,48;;;;;;;;;
Santa Isabel;2009;743,49;;;;;;;;;
Santa Isabel;2010;773,92;514,72;;;;586,2;1339,36;780,8;742,98;
Santa Isabel;2011;952,13;554,66;;;;684,54;1447,88;960,1;945,89;
Santa Isabel;2012;1026,41;760,22;;;;667,87;1686,81;993,04;1106,54;
Santa Isabel;2013;1134,97;678;;;;855,85;1499,46;1109,74;1210,2;
Santa Isabel;2014;1288,48;724;;;;880,22;1693,83;1262,65;1399,47;
Santa Isabel;2015;1353,04;;;;;913,44;1295,52;1372,33;1362,53;
Santa Isabel;2016;1441,38;;;;;1214,04;1671,56;1430,46;1477,26;
Santa Isabel;2017;1461,57;;1030,7;;;1226,84;1285,6;1435,24;1555,98;
Santa Isabel;2018;1544,98;0;0;0;0;1139,85;1318,92;1553,47;1573,02;
Santa Rita do Araguaia;1999;285,58;;;;;;;;;
Santa Rita do Araguaia;2000;288,16;;;;;;;;;
Santa Rita do Araguaia;2001;329,16;;;;;;;;;
Santa Rita do Araguaia;2002;368,6;;;;;;;;;
Santa Rita do Araguaia;2003;404,62;;;;;;;;;
Santa Rita do Araguaia;2004;452,6;;;;;;;;;
Santa Rita do Araguaia;2005;576,35;;;;;;;;;
Santa Rita do Araguaia;2006;651,4;;;;;;;;;
Santa Rita do Araguaia;2007;668,25;;;;;;;;;
Santa Rita do Araguaia;2008;744,15;;;;;;;;;
Santa Rita do Araguaia;2009;861,75;;;;;;;;;
Santa Rita do Araguaia;2010;952,41;772,67;;788,23;586,5;844,69;1334,79;969,48;840,03;
Santa Rita do Araguaia;2011;1050,45;935,14;;866,47;544,58;928,71;1472,92;1093,77;885,59;
Santa Rita do Araguaia;2012;1238,43;996,75;;1903,65;823,7;1079,77;1342,96;1703,82;1041,82;
Santa Rita do Araguaia;2013;1403,14;973,25;;918,21;750,63;1281,48;1457,08;1793,16;1189,59;
Santa Rita do Araguaia;2014;1482,52;1086,57;;;;1310,75;1453,18;1945,23;1328,55;
Santa Rita do Araguaia;2015;1646,94;1224,24;;;;1437,55;1637,59;2250,69;1456,55;
Santa Rita do Araguaia;2016;1794,12;1296,69;;1007,48;1300;1612,25;1687,82;2450,03;1612,12;
Santa Rita do Araguaia;2017;1924,1;1244,05;;;1300;1693,26;1789,25;2473,41;1663,57;
Santa Rita do Araguaia;2018;2018,36;1397,85;0;0;1843,97;1904,52;1784,81;2546,56;1689,87;
Santa Rita do Novo Destino;1999;207,61;;;;;;;;;
Santa Rita do Novo Destino;2000;220,93;;;;;;;;;
Santa Rita do Novo Destino;2001;301,49;;;;;;;;;
Santa Rita do Novo Destino;2002;337,7;;;;;;;;;
Santa Rita do Novo Destino;2003;434,15;;;;;;;;;
Santa Rita do Novo Destino;2004;452,27;;;;;;;;;
Santa Rita do Novo Destino;2005;610,31;;;;;;;;;
Santa Rita do Novo Destino;2006;762,68;;;;;;;;;
Santa Rita do Novo Destino;2007;780,32;;;;;;;;;
Santa Rita do Novo Destino;2008;772,91;;;;;;;;;
Santa Rita do Novo Destino;2009;860,63;;;;;;;;;
Santa Rita do Novo Destino;2010;838,15;;769,41;;;784,59;678,04;965,43;658,85;
Santa Rita do Novo Destino;2011;993;;827,09;;545;1015,93;859,55;1120,74;767,42;
Santa Rita do Novo Destino;2012;1014,63;;865,72;;;970,81;659,55;1121,96;857;
Santa Rita do Novo Destino;2013;1338,88;;900,78;;;862,51;1092,07;1417,67;1322,12;
Santa Rita do Novo Destino;2014;1405,63;;953,54;;;1090,7;1100,61;1512,09;1338,47;
Santa Rita do Novo Destino;2015;1521,41;;1037,84;;1000;1088,12;974,63;1740,98;1471,25;
Santa Rita do Novo Destino;2016;1589,52;;1148,67;;1946,67;1331,03;1642,31;1602,48;1578,83;
Santa Rita do Novo Destino;2017;1722,49;;2314,03;;3200;1463,15;1794,44;1980,07;1446,77;
Santa Rita do Novo Destino;2018;1665,41;0;2694,91;0;0;1437,96;1426,42;1545,24;1509,92;
Santa Rosa de Goiás;1999;306,9;;;;;;;;;
Santa Rosa de Goiás;2000;310,76;;;;;;;;;
Santa Rosa de Goiás;2001;486,08;;;;;;;;;
Santa Rosa de Goiás;2002;369,16;;;;;;;;;
Santa Rosa de Goiás;2003;368,45;;;;;;;;;
Santa Rosa de Goiás;2004;292,16;;;;;;;;;
Santa Rosa de Goiás;2005;543,01;;;;;;;;;
Santa Rosa de Goiás;2006;495,15;;;;;;;;;
Santa Rosa de Goiás;2007;619,95;;;;;;;;;
Santa Rosa de Goiás;2008;687,98;;;;;;;;;
Santa Rosa de Goiás;2009;797,42;;;;;;;;;
Santa Rosa de Goiás;2010;838,49;718,68;;;788,3;653,05;586,44;891,91;726,46;
Santa Rosa de Goiás;2011;923,98;877,63;;;;683,56;997,03;978,48;777,44;
Santa Rosa de Goiás;2012;915,38;1075,62;;;;754,94;905,61;933,28;831,7;
Santa Rosa de Goiás;2013;949,31;1174,25;;;;848,9;903,24;1044,64;895,64;
Santa Rosa de Goiás;2014;1103,36;885,5;;;;961,47;946,35;1212,97;995,61;
Santa Rosa de Goiás;2015;1414,31;987,22;;;;1170,3;1091,61;1603,7;1207,11;
Santa Rosa de Goiás;2016;1408,22;1054,8;;;;1288,54;1091,15;1561,58;1232,73;
Santa Rosa de Goiás;2017;1626,86;1260,88;;;;1338;1185,09;1817,78;1365,57;
Santa Rosa de Goiás;2018;1665,36;1311,7;0;0;0;1350,4;1396,52;1888,92;1366,45;
Santa Tereza de Goiás;1999;225,61;;;;;;;;;
Santa Tereza de Goiás;2000;239,07;;;;;;;;;
Santa Tereza de Goiás;2001;281,22;;;;;;;;;
Santa Tereza de Goiás;2002;342,8;;;;;;;;;
Santa Tereza de Goiás;2003;432,26;;;;;;;;;
Santa Tereza de Goiás;2004;471,73;;;;;;;;;
Santa Tereza de Goiás;2005;531,55;;;;;;;;;
Santa Tereza de Goiás;2006;599,91;;;;;;;;;
Santa Tereza de Goiás;2007;596,1;;;;;;;;;
Santa Tereza de Goiás;2008;698,22;;;;;;;;;
Santa Tereza de Goiás;2009;847,74;;;;;;;;;
Santa Tereza de Goiás;2010;859,36;555;1500;;;739,06;826,54;903,89;774,92;
Santa Tereza de Goiás;2011;955,6;825,25;;;;756,16;809,76;1000,01;935,2;
Santa Tereza de Goiás;2012;1061,37;674,4;1200;;;893,6;1352,64;932,18;926,75;
Santa Tereza de Goiás;2013;1231,89;751,08;;;;1057,32;1157,84;1308,3;1114,8;
Santa Tereza de Goiás;2014;1360,87;824,75;950;;;1212,63;1325,48;1441,95;1204,4;
Santa Tereza de Goiás;2015;1431,15;825,33;;;;1181,74;1340,06;1503,36;1326,93;
Santa Tereza de Goiás;2016;1468,48;1320;;;;1312,22;1503,93;1499,46;1433,7;
Santa Tereza de Goiás;2017;1559,43;937;1100;;;1393,41;1585,95;1577,36;1582,18;
Santa Tereza de Goiás;2018;1611,33;954;1000;0;0;1319,29;1665,28;1636,73;1630,88;
Santa Terezinha de Goiás;1999;251,15;;;;;;;;;
Santa Terezinha de Goiás;2000;284,84;;;;;;;;;
Santa Terezinha de Goiás;2001;329,19;;;;;;;;;
Santa Terezinha de Goiás;2002;332,5;;;;;;;;;
Santa Terezinha de Goiás;2003;360,21;;;;;;;;;
Santa Terezinha de Goiás;2004;394,25;;;;;;;;;
Santa Terezinha de Goiás;2005;461,35;;;;;;;;;
Santa Terezinha de Goiás;2006;508,17;;;;;;;;;
Santa Terezinha de Goiás;2007;626,3;;;;;;;;;
Santa Terezinha de Goiás;2008;679,29;;;;;;;;;
Santa Terezinha de Goiás;2009;756,45;;;;;;;;;
Santa Terezinha de Goiás;2010;850,53;568,03;;3532,55;510;662,04;1015,76;915,71;710,01;
Santa Terezinha de Goiás;2011;957,45;736,95;;4428,95;1041,49;698,16;1205,53;1018,56;761,19;
Santa Terezinha de Goiás;2012;1080,78;882,22;930;4724,81;635,68;858,17;1436,99;1124,4;861,76;
Santa Terezinha de Goiás;2013;1247,85;1004,31;1010;5702,45;981,61;910,72;1697,48;1253,03;1051,26;
Santa Terezinha de Goiás;2014;1277,53;1081,66;1100;6421,46;1284,8;974,03;1587,64;1266,86;1044,09;
Santa Terezinha de Goiás;2015;1421,69;1199,96;1236;8136,41;1560,44;1005,49;1832,94;1391,92;1192,66;
Santa Terezinha de Goiás;2016;1523,99;1281,39;1380,2;13685,39;1699,06;1100,57;2148,13;1301,86;1367,2;
Santa Terezinha de Goiás;2017;1504,09;1410,36;;;327,96;1086,16;2161,65;1547,04;1417,73;
Santa Terezinha de Goiás;2018;1545,21;1487,29;954;0;1977;1125,35;2058,49;1636,28;1502,08;
Santo Antônio da Barra;1999;246,81;;;;;;;;;
Santo Antônio da Barra;2000;277,67;;;;;;;;;
Santo Antônio da Barra;2001;331,31;;;;;;;;;
Santo Antônio da Barra;2002;371,98;;;;;;;;;
Santo Antônio da Barra;2003;455,3;;;;;;;;;
Santo Antônio da Barra;2004;517,53;;;;;;;;;
Santo Antônio da Barra;2005;580,85;;;;;;;;;
Santo Antônio da Barra;2006;670,05;;;;;;;;;
Santo Antônio da Barra;2007;691,57;;;;;;;;;
Santo Antônio da Barra;2008;823,29;;;;;;;;;
Santo Antônio da Barra;2009;836,86;;;;;;;;;
Santo Antônio da Barra;2010;995,2;1494,03;;6061,63;1073,54;696,49;784,11;976,49;911,94;
Santo Antônio da Barra;2011;1371,61;1271,42;;6740,49;;702,19;836,09;1002,67;1641,14;
Santo Antônio da Barra;2012;1875,22;2617,73;;;1060,4;875,73;1094,75;1475,44;1792,62;
Santo Antônio da Barra;2013;1804,21;2630,45;;;1017,15;849,83;1127,21;1385,06;2003,46;
Santo Antônio da Barra;2014;2395,53;2725,06;;;964,4;931,56;1804,26;1086;2461,63;
Santo Antônio da Barra;2015;2130,25;2576,1;;;;1079,69;1483,36;1457,32;2520,95;
Santo Antônio da Barra;2016;2593,56;3116;;;1312,13;946,69;1725,92;1697,42;2756,91;
Santo Antônio da Barra;2017;2444,15;2892,74;;;1035,17;1380,8;1774,74;1770,79;2838,46;
Santo Antônio da Barra;2018;2171,83;2697,5;0;0;685,56;1385,53;1539,21;1739,5;2280,41;
Santo Antônio de Goiás;1999;1357,28;;;;;;;;;
Santo Antônio de Goiás;2000;1136,22;;;;;;;;;
Santo Antônio de Goiás;2001;1165,57;;;;;;;;;
Santo Antônio de Goiás;2002;1122,49;;;;;;;;;
Santo Antônio de Goiás;2003;1260,34;;;;;;;;;
Santo Antônio de Goiás;2004;1525,4;;;;;;;;;
Santo Antônio de Goiás;2005;570,9;;;;;;;;;
Santo Antônio de Goiás;2006;1495,68;;;;;;;;;
Santo Antônio de Goiás;2007;1498,06;;;;;;;;;
Santo Antônio de Goiás;2008;1428,43;;;;;;;;;
Santo Antônio de Goiás;2009;1979,84;;;;;;;;;
Santo Antônio de Goiás;2010;2075,37;683,5;;;700,69;762,43;3111,53;998,93;751,65;
Santo Antônio de Goiás;2011;2108,76;941,67;;1519,47;713,35;938,42;3228,58;1093,54;857,27;
Santo Antônio de Goiás;2012;3007,04;1425,94;;2146,73;720,45;915,93;5259,71;1247,4;997,34;
Santo Antônio de Goiás;2013;2643,86;1418,62;;1190,49;1175,62;1099,42;5193,21;1343,36;1151,24;
Santo Antônio de Goiás;2014;2940,18;1630,01;;825,5;1497,9;1127,91;5816,63;1393,65;1165,05;
Santo Antônio de Goiás;2015;3294,82;1664,82;;834,93;1745,08;1198,26;5976,1;1513,82;1438,59;
Santo Antônio de Goiás;2016;3593,88;1729,59;;983,9;2123,57;1312,73;6209,02;1692,7;1480,19;
Santo Antônio de Goiás;2017;3575,24;2063,03;;882,33;1976,79;1480,96;5907,98;2033,42;1501,82;
Santo Antônio de Goiás;2018;3601,02;2197,17;0;1385,74;2185,99;1497,1;6319,65;2105,97;1537,14;
Santo Antônio do Descoberto;1999;342,7;;;;;;;;;
Santo Antônio do Descoberto;2000;349,45;;;;;;;;;
Santo Antônio do Descoberto;2001;385;;;;;;;;;
Santo Antônio do Descoberto;2002;425,42;;;;;;;;;
Santo Antônio do Descoberto;2003;460,16;;;;;;;;;
Santo Antônio do Descoberto;2004;524,97;;;;;;;;;
Santo Antônio do Descoberto;2005;579,96;;;;;;;;;
Santo Antônio do Descoberto;2006;642,28;;;;;;;;;
Santo Antônio do Descoberto;2007;691,03;;;;;;;;;
Santo Antônio do Descoberto;2008;766,85;;;;;;;;;
Santo Antônio do Descoberto;2009;768,47;;;;;;;;;
Santo Antônio do Descoberto;2010;958,09;782,45;1195,25;2784,89;831,43;787,53;745,93;1122,31;675;
Santo Antônio do Descoberto;2011;1153,42;813,99;981,98;3439,99;894,48;830,7;905,04;1421,76;714,72;
Santo Antônio do Descoberto;2012;1446,79;893,89;1309,79;1748,66;1121,26;981,63;1070,99;1851,8;851,6;
Santo Antônio do Descoberto;2013;1483,14;1069,18;1655,84;1593,79;1661,61;1065,68;1235,54;1761,44;891,3;
Santo Antônio do Descoberto;2014;1596,3;1042,88;2313,08;1877,13;1324,97;1101,04;1321,44;2058,44;1020,41;
Santo Antônio do Descoberto;2015;1801,54;1082,43;1260,17;1882,76;1217,77;1194,24;1477,99;2441,68;1091,02;
Santo Antônio do Descoberto;2016;1937,41;1182,77;1326,33;1286,06;1369,42;1326,07;1521,59;2748,02;1226,27;
Santo Antônio do Descoberto;2017;1658,87;1221,3;1129,25;1332,86;1418,79;1444,71;1567,33;1805,04;1288,39;
Santo Antônio do Descoberto;2018;1845,74;1243,41;1515,32;1375,77;1453,43;1470,93;1840,53;2768,48;1331,68;
São Domingos;1999;309,45;;;;;;;;;
São Domingos;2000;287,95;;;;;;;;;
São Domingos;2001;358,89;;;;;;;;;
São Domingos;2002;325,86;;;;;;;;;
São Domingos;2003;379,36;;;;;;;;;
São Domingos;2004;419,06;;;;;;;;;
São Domingos;2005;502,8;;;;;;;;;
São Domingos;2006;585,75;;;;;;;;;
São Domingos;2007;972,78;;;;;;;;;
São Domingos;2008;1056,06;;;;;;;;;
São Domingos;2009;928,41;;;;;;;;;
São Domingos;2010;947,38;510,05;;3294,39;;676,96;1292,43;844,02;883,19;
São Domingos;2011;1076,65;816,25;1067,62;4162,98;;719,3;1433,09;1021,2;860,9;
São Domingos;2012;1341,14;;821,24;3890,44;593,56;834,97;1656,1;1415,23;1062,15;
São Domingos;2013;1455,09;;1307,91;3505,42;799,1;890,98;2259,48;1502,27;1214,85;
São Domingos;2014;1608,08;490,89;787,6;4360,1;;920,69;2238,75;1580,79;1540,63;
São Domingos;2015;1657,42;948,29;1465,15;4460,49;1384,7;972,4;1887,31;1688,39;1539,67;
São Domingos;2016;1815,33;980,96;1173,33;4250,06;;1095,93;2454,73;1969,31;1623,33;
São Domingos;2017;1832,82;937;1446,36;5500;468,5;1124,76;2461,16;1849,43;1686,75;
São Domingos;2018;1908,04;0;1428,76;3665,18;715,5;1152,82;2486,42;2048,37;1644,69;
São Francisco de Goiás;1999;285,57;;;;;;;;;
São Francisco de Goiás;2000;246,45;;;;;;;;;
São Francisco de Goiás;2001;309,21;;;;;;;;;
São Francisco de Goiás;2002;351,04;;;;;;;;;
São Francisco de Goiás;2003;360,78;;;;;;;;;
São Francisco de Goiás;2004;393,75;;;;;;;;;
São Francisco de Goiás;2005;435,72;;;;;;;;;
São Francisco de Goiás;2006;527,09;;;;;;;;;
São Francisco de Goiás;2007;558,26;;;;;;;;;
São Francisco de Goiás;2008;631,8;;;;;;;;;
São Francisco de Goiás;2009;700,78;;;;;;;;;
São Francisco de Goiás;2010;793,41;541,06;1288,46;;;644,93;891,79;1025,77;692,02;
São Francisco de Goiás;2011;915,16;581,9;1318,04;;;705,36;1046,64;1316,59;677,24;
São Francisco de Goiás;2012;979,59;703,98;1019,65;;;862,78;1071,13;1291,33;966,97;
São Francisco de Goiás;2013;1175,89;800,96;1865;;;944,46;1829,68;1516,38;1070,75;
São Francisco de Goiás;2014;1256,39;792,23;1755,45;;739,2;1029,01;1707,28;1664,76;1289,63;
São Francisco de Goiás;2015;1400,04;1033,53;1951,75;;;1173,27;1761,48;1813,23;1377,83;
São Francisco de Goiás;2016;1511,77;941,96;1779,46;;;1252,46;1825,43;1999,67;1533,41;
São Francisco de Goiás;2017;1551,6;925,43;927,13;;;1392,9;1976,28;1944,47;1562,46;
São Francisco de Goiás;2018;1734,42;969,44;1465,26;0;0;1428,52;2030,79;2348,95;1710,37;
São João d'Aliança;1999;250,9;;;;;;;;;
São João d'Aliança;2000;288,82;;;;;;;;;
São João d'Aliança;2001;329;;;;;;;;;
São João d'Aliança;2002;351,12;;;;;;;;;
São João d'Aliança;2003;408,37;;;;;;;;;
São João d'Aliança;2004;450,85;;;;;;;;;
São João d'Aliança;2005;471,98;;;;;;;;;
São João d'Aliança;2006;546,56;;;;;;;;;
São João d'Aliança;2007;593,26;;;;;;;;;
São João d'Aliança;2008;672,6;;;;;;;;;
São João d'Aliança;2009;720,42;;;;;;;;;
São João d'Aliança;2010;774,16;629,49;1347,21;725,61;;659,98;925,29;636,44;938,69;
São João d'Aliança;2011;867,92;679,01;1099,03;1311,48;;746,27;881,48;791,51;1025,54;
São João d'Aliança;2012;1117,17;898,66;622;;2628,46;855,08;1046,56;1255,87;1035,93;
São João d'Aliança;2013;1218,58;1152,32;1628,75;;678;968,8;1095,75;1406,51;1196,18;
São João d'Aliança;2014;1366,06;1045,89;;;965,33;1077,21;1106,29;1710,65;1271,48;
São João d'Aliança;2015;1499,81;1186,84;;;1050,67;1201,07;1320,83;1806,23;1470,31;
São João d'Aliança;2016;1705,57;1203,18;;;1320;1404,08;1408,57;1946,29;1757,38;
São João d'Aliança;2017;1887,95;1148,79;;;1561,67;1556,3;1399,89;2222,63;1972,32;
São João d'Aliança;2018;1928,86;1170,43;0;0;1389,8;1521,79;1457,02;2372,02;2043,22;
São João da Paraúna;1999;275,83;;;;;;;;;
São João da Paraúna;2000;279,53;;;;;;;;;
São João da Paraúna;2001;340,81;;;;;;;;;
São João da Paraúna;2002;420,37;;;;;;;;;
São João da Paraúna;2003;447,73;;;;;;;;;
São João da Paraúna;2004;432,63;;;;;;;;;
São João da Paraúna;2005;519,43;;;;;;;;;
São João da Paraúna;2006;583,18;;;;;;;;;
São João da Paraúna;2007;674,05;;;;;;;;;
São João da Paraúna;2008;695,53;;;;;;;;;
São João da Paraúna;2009;813,54;;;;;;;;;
São João da Paraúna;2010;873,64;641,41;;;;847,14;841,42;939,18;722,46;
São João da Paraúna;2011;942,75;707,69;;;;728,25;1096,87;1014,9;762,83;
São João da Paraúna;2012;1075,07;762,87;;;;710,36;1286,98;1094,78;872,02;
São João da Paraúna;2013;1213,08;1366,88;;;;989,05;1463,18;1107,03;1042,84;
São João da Paraúna;2014;1292,92;1476,62;;;;867,68;1516,59;1244;1140,07;
São João da Paraúna;2015;1380,3;1135,45;;;;1000,05;1476,84;1527,88;1273,66;
São João da Paraúna;2016;1407,47;1186,09;;;;1087,97;1860,5;1301,46;1393,32;
São João da Paraúna;2017;1513,33;1047,6;;;;1422,46;1395,24;1726,43;1474,75;
São João da Paraúna;2018;1719,87;1145,41;0;0;0;1394,97;1569,65;2137,75;1484,57;
São Luis de Montes Belos;1999;315,21;;;;;;;;;
São Luis de Montes Belos;2000;304,6;;;;;;;;;
São Luis de Montes Belos;2001;353,34;;;;;;;;;
São Luis de Montes Belos;2002;381,92;;;;;;;;;
São Luis de Montes Belos;2003;469,22;;;;;;;;;
São Luis de Montes Belos;2004;509,27;;;;;;;;;
São Luis de Montes Belos;2005;555,95;;;;;;;;;
São Luis de Montes Belos;2006;631,44;;;;;;;;;
São Luis de Montes Belos;2007;711,06;;;;;;;;;
São Luis de Montes Belos;2008;757,88;;;;;;;;;
São Luis de Montes Belos;2009;833,51;;;;;;;;;
São Luis de Montes Belos;2010;959,42;853,05;1089,56;4066,71;931,71;837,61;1129,67;1078,89;828,14;
São Luis de Montes Belos;2011;1120,75;962,99;1214,72;4301,85;850,76;878,13;1243,03;1405,29;873,59;
São Luis de Montes Belos;2012;1289,9;1108,08;1582,47;4982,09;1147,5;1009,78;1436,36;1737,38;1003,67;
São Luis de Montes Belos;2013;1295,93;1180,78;1687,32;5795,62;1896,29;1085,14;1418,81;1524,93;1095,83;
São Luis de Montes Belos;2014;1377,87;1258,21;1995,53;3406,44;1591,88;1182,51;1604,87;1432,34;1174,85;
São Luis de Montes Belos;2015;1573,25;1537,24;2315,38;3560,35;1342,86;1273,65;1801,09;1723,36;1284,43;
São Luis de Montes Belos;2016;1751,3;1614,25;2645,95;7160,21;1575,93;1428,45;1950,24;2023,08;1396,37;
São Luis de Montes Belos;2017;1722,1;1707,11;2862,91;2284;1732,24;1491,41;1744,72;1929,38;1446,59;
São Luis de Montes Belos;2018;1782,04;1632,39;3076,06;2761;1990,28;1536,22;1922,97;1969,86;1535,36;
São Luiz do Norte;1999;290,97;;;;;;;;;
São Luiz do Norte;2000;257,71;;;;;;;;;
São Luiz do Norte;2001;280,41;;;;;;;;;
São Luiz do Norte;2002;349,87;;;;;;;;;
São Luiz do Norte;2003;341,28;;;;;;;;;
São Luiz do Norte;2004;386,34;;;;;;;;;
São Luiz do Norte;2005;474,66;;;;;;;;;
São Luiz do Norte;2006;587,62;;;;;;;;;
São Luiz do Norte;2007;634,05;;;;;;;;;
São Luiz do Norte;2008;708,61;;;;;;;;;
São Luiz do Norte;2009;751,85;;;;;;;;;
São Luiz do Norte;2010;822,18;1020;1032,26;;;594,48;654,25;862,53;800,19;
São Luiz do Norte;2011;972,37;794,51;1622,29;;796,67;709,32;695,04;943,67;1145,31;
São Luiz do Norte;2012;1000,51;1244;967,37;;;765,33;779,68;1000,12;1200,85;
São Luiz do Norte;2013;1208,61;1356;591,23;;1165,12;900,62;819,75;1155,81;1584,43;
São Luiz do Norte;2014;1288,48;1222,55;646,9;;1778,09;991,99;916,35;1282,01;1527,16;
São Luiz do Norte;2015;1375,85;1576;957,6;;2645,75;969,39;1037,16;1444,89;1514,53;
São Luiz do Norte;2016;1560,94;1320;1340;;2645,75;1157,85;1092,94;1475,76;2006,9;
São Luiz do Norte;2017;1657,27;1054,83;1259,83;;;1226,37;1278,06;1723,65;1909,06;
São Luiz do Norte;2018;1637,36;286,2;1311,8;0;0;1257,47;1171,51;1769,38;1760,66;
São Miguel do Araguaia;1999;359,07;;;;;;;;;
São Miguel do Araguaia;2000;391,25;;;;;;;;;
São Miguel do Araguaia;2001;380,08;;;;;;;;;
São Miguel do Araguaia;2002;424,28;;;;;;;;;
São Miguel do Araguaia;2003;508,68;;;;;;;;;
São Miguel do Araguaia;2004;557,59;;;;;;;;;
São Miguel do Araguaia;2005;647,59;;;;;;;;;
São Miguel do Araguaia;2006;716,79;;;;;;;;;
São Miguel do Araguaia;2007;778,55;;;;;;;;;
São Miguel do Araguaia;2008;848,91;;;;;;;;;
São Miguel do Araguaia;2009;933,72;;;;;;;;;
São Miguel do Araguaia;2010;1034,11;656,94;1126,86;3767,06;820,23;784,66;1154,25;1383,99;864,71;
São Miguel do Araguaia;2011;1175,07;771,45;1205,99;3645,26;1054,6;822,31;1226,06;1533,51;1082,43;
São Miguel do Araguaia;2012;1282,33;930,72;1303,19;6752,64;1155,42;943,22;1172,45;1892,86;1187,72;
São Miguel do Araguaia;2013;1403,28;1020,98;1535,21;2804,57;1122,69;1082,4;1217,42;1912,2;1359,35;
São Miguel do Araguaia;2014;1519,35;1163,82;1559,6;2109,96;1081,24;1136,08;1442,97;2053,31;1516,59;
São Miguel do Araguaia;2015;1669,93;1179,5;1709,52;2733,69;1037,96;1225,73;1584,14;2340,93;1683,96;
São Miguel do Araguaia;2016;1846,77;1370,65;1882,54;3425,59;1249,44;1393,57;1818,44;2667,18;1825,9;
São Miguel do Araguaia;2017;2194,99;1447,62;1896,24;;1317,55;1512,78;2055,18;3505,36;1804,86;
São Miguel do Araguaia;2018;2025,94;1623,18;1998,66;0;1448,87;1498,38;2045,28;2617,91;2021,76;
São Miguel do Passa Quatro;1999;272,95;;;;;;;;;
São Miguel do Passa Quatro;2000;286,97;;;;;;;;;
São Miguel do Passa Quatro;2001;268,47;;;;;;;;;
São Miguel do Passa Quatro;2002;303,82;;;;;;;;;
São Miguel do Passa Quatro;2003;343,68;;;;;;;;;
São Miguel do Passa Quatro;2004;389,5;;;;;;;;;
São Miguel do Passa Quatro;2005;491,66;;;;;;;;;
São Miguel do Passa Quatro;2006;527,12;;;;;;;;;
São Miguel do Passa Quatro;2007;580,28;;;;;;;;;
São Miguel do Passa Quatro;2008;627,41;;;;;;;;;
São Miguel do Passa Quatro;2009;713,87;;;;;;;;;
São Miguel do Passa Quatro;2010;763,15;661,33;826,15;;;753,08;809,92;752,1;795,74;
São Miguel do Passa Quatro;2011;849,3;699,72;883,53;;572,8;762,76;906,03;899,07;838,67;
São Miguel do Passa Quatro;2012;1018,76;800,82;940,69;;1600;893,02;902,53;1080,36;1072,5;
São Miguel do Passa Quatro;2013;1141,34;846,18;1004,27;;1063,27;1001,06;895,78;1281,5;1179,96;
São Miguel do Passa Quatro;2014;1257,47;919,73;1044,86;;739,2;1062,82;1031,8;1416,51;1306,39;
São Miguel do Passa Quatro;2015;1405,69;1041,62;1030,54;;944;1179,34;1336,11;1547,52;1452,76;
São Miguel do Passa Quatro;2016;1561,21;1105,48;1165,39;;897,6;1189,54;1581,85;1708,84;1634,34;
São Miguel do Passa Quatro;2017;1415,19;1446,06;1004,44;;937;1274,82;1517,9;1172,54;1822,85;
São Miguel do Passa Quatro;2018;1628,78;1278,29;1057,71;0;0;1294,9;1557,24;1651,91;1827,67;
São Patrício;1999;287,76;;;;;;;;;
São Patrício;2000;285,81;;;;;;;;;
São Patrício;2001;305,39;;;;;;;;;
São Patrício;2002;425,72;;;;;;;;;
São Patrício;2003;462,45;;;;;;;;;
São Patrício;2004;488,01;;;;;;;;;
São Patrício;2005;514,6;;;;;;;;;
São Patrício;2006;701,79;;;;;;;;;
São Patrício;2007;801,53;;;;;;;;;
São Patrício;2008;931,07;;;;;;;;;
São Patrício;2009;986,01;;;;;;;;;
São Patrício;2010;1161,83;;;;;901,3;1377,4;760,28;1169,06;
São Patrício;2011;1344,83;;545;;;866,83;999,17;1135,51;1391,77;
São Patrício;2012;1635,88;642,73;622;;622;583,93;1198,25;1420,98;1709,07;
São Patrício;2013;1535,6;4157;904;;;841,58;1757,56;1114,45;1726,75;
São Patrício;2014;1726,64;806,92;1086;;;934,61;995,97;1332,67;1912,68;
São Patrício;2015;1877,62;866,01;;;;903,54;848,89;1345,67;2153,31;
São Patrício;2016;2183,02;940,25;;;;1126,84;1199,61;1468,02;2583,29;
São Patrício;2017;2436,54;1839,65;1850,2;;;1275,63;1613,89;1485,89;2755,13;
São Patrício;2018;2429,06;688,04;1884;0;0;1395,9;1379,88;1522,11;2796,15;
São Simão;1999;429,31;;;;;;;;;
